student_id,college_id,job_id,rank_position,match_score,predicted_relevance_score,skill_overlap_count,skill_gap_count,skill_gap_list,years_exposure_avg,jd_seniority_level,ai_trust_score,verified_skill_count,feature_importances_json,task16_explanation
S0048,C003,J002,4,0.58,0.546,4,3,"Docker,React,Git",4.0,4,0.99,4,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 4.
S0054,C003,J014,3,0.82,0.725,5,3,"Python,AWS,Java",3.3,1,0.81,8,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0036,C001,J008,1,0.76,0.712,2,0,,2.6,1,0.7,4,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0009,C004,J006,5,0.57,0.489,4,2,"Docker,Git",3.8,4,0.84,6,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0057,C003,J008,5,0.6,0.532,5,1,React,2.2,2,0.98,2,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 5.
S0038,C003,J003,5,0.65,0.562,5,0,,3.5,5,0.89,8,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 5.
S0096,C004,J006,4,0.85,0.79,2,3,"SQL,AWS,Docker",2.8,2,0.93,2,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0071,C005,J008,5,0.87,0.817,4,0,,2.9,3,0.99,4,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0074,C005,J003,5,0.71,0.646,5,0,,1.6,3,0.71,4,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0048,C004,J003,2,0.82,0.719,4,2,"React,AWS",2.0,3,0.87,6,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0074,C002,J011,1,0.6,0.55,5,0,,1.7,5,0.88,6,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0042,C004,J020,1,0.73,0.702,2,0,,4.3,3,0.75,6,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 1.
S0054,C001,J010,3,0.84,0.787,2,2,"Java,K8s",4.7,2,0.71,9,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 3.
S0040,C004,J020,3,0.79,0.756,2,0,,2.9,1,0.78,5,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 3.
S0040,C004,J011,4,0.51,0.451,3,0,,3.0,4,0.77,7,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0059,C005,J015,3,0.83,0.726,4,0,,5.0,4,0.76,2,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0094,C005,J014,4,0.66,0.588,5,0,,3.3,2,0.97,4,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0058,C004,J002,3,0.71,0.616,3,3,"React,SQL,Python",0.8,4,0.78,9,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 3.
S0094,C005,J010,4,0.66,0.611,5,3,"Python,Git,K8s",0.4,2,0.94,4,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0064,C005,J006,2,0.73,0.621,4,3,"SQL,K8s,Docker",1.5,1,0.91,6,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 2.
S0089,C005,J016,2,0.8,0.748,4,1,Docker,1.9,3,0.85,6,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0038,C004,J019,4,0.66,0.63,3,3,"React,Java,SQL",1.0,1,0.94,7,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0014,C002,J004,4,0.75,0.662,5,2,"Docker,Java",1.1,5,0.82,9,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 4.
S0006,C001,J014,3,0.92,0.867,5,0,,3.6,5,0.93,7,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0084,C005,J007,4,0.5,0.487,3,0,,3.1,5,0.77,5,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 4.
S0024,C001,J008,2,0.93,0.881,5,3,"K8s,AWS,Python",3.9,5,0.74,3,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0096,C005,J018,5,0.82,0.736,4,0,,3.8,1,0.85,5,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0095,C004,J020,1,0.88,0.835,4,0,,3.8,1,0.8,5,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0008,C001,J008,3,0.58,0.51,5,1,SQL,1.2,5,0.95,9,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0037,C002,J013,3,0.74,0.694,4,2,"K8s,AWS",4.7,4,0.87,7,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0038,C002,J005,3,0.73,0.642,2,2,"React,Docker",1.7,4,0.99,3,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 3.
S0028,C003,J001,2,0.65,0.618,4,3,"K8s,Java,Python",0.8,4,0.78,8,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0067,C002,J010,1,0.84,0.781,3,0,,4.1,2,0.97,2,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 1.
S0044,C005,J015,2,0.89,0.787,5,2,"Docker,Java",1.7,1,0.95,5,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 2.
S0038,C001,J015,2,0.63,0.577,3,0,,0.8,1,0.81,7,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0091,C004,J018,5,0.87,0.79,4,3,"Git,React,Java",4.1,5,0.93,3,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0093,C003,J005,1,0.9,0.838,5,0,,4.3,4,0.73,3,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0054,C005,J009,2,0.69,0.606,4,2,"Java,React",4.9,1,0.77,8,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0022,C001,J006,3,0.66,0.58,4,0,,1.6,2,0.75,7,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 3.
S0014,C003,J015,5,0.76,0.71,2,0,,1.4,3,0.7,6,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0034,C001,J015,5,0.64,0.551,4,3,"React,Docker,K8s",0.3,4,0.73,4,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0081,C003,J003,3,0.6,0.558,3,3,"React,SQL,Git",0.5,4,0.82,3,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0040,C004,J016,4,0.91,0.785,3,3,"AWS,Python,K8s",1.3,5,0.94,8,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0057,C002,J016,3,0.54,0.467,3,0,,3.9,4,0.83,7,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 3.
S0004,C002,J006,2,0.88,0.79,5,0,,1.5,4,0.76,9,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 2.
S0043,C003,J017,4,0.65,0.558,4,0,,4.3,3,0.97,5,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 4.
S0003,C005,J009,4,0.59,0.527,3,0,,1.5,1,0.75,4,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0087,C004,J002,5,0.75,0.669,3,1,AWS,0.1,3,0.87,3,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 5.
S0021,C005,J013,1,0.6,0.577,5,0,,0.3,3,0.82,4,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 1.
S0016,C002,J006,1,0.85,0.746,5,0,,2.0,2,0.72,4,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0012,C004,J013,3,0.86,0.746,5,3,"Docker,Python,React",3.1,5,0.72,9,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 3.
S0037,C004,J003,4,0.81,0.734,2,1,React,1.7,2,0.82,9,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 4.
S0019,C005,J002,5,0.61,0.597,5,1,SQL,3.2,4,0.89,2,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 5.
S0082,C002,J005,4,0.8,0.724,3,1,Docker,0.8,4,0.98,7,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 4.
S0061,C005,J019,5,0.85,0.758,3,1,React,4.1,5,0.93,3,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0097,C001,J011,4,0.59,0.546,2,1,Python,1.4,2,0.9,6,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 4.
S0054,C003,J002,1,0.81,0.737,3,3,"K8s,Docker,Git",3.3,2,0.77,7,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 1.
S0027,C004,J009,2,0.58,0.531,5,3,"Docker,K8s,Java",4.2,4,0.93,4,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0002,C003,J014,2,0.52,0.507,5,3,"Docker,Python,AWS",3.0,2,0.97,5,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 2.
S0036,C005,J014,5,0.91,0.848,2,0,,3.4,2,0.87,8,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 5.
S0069,C003,J004,5,0.79,0.72,4,1,K8s,1.7,4,0.97,7,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0027,C005,J020,3,0.63,0.606,2,2,"K8s,Java",2.7,5,0.98,4,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0095,C001,J002,5,0.94,0.819,5,2,"Git,SQL",2.2,5,0.73,9,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0058,C001,J015,1,0.68,0.629,3,0,,0.7,3,0.91,6,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0020,C005,J009,4,0.69,0.67,4,0,,3.9,5,0.71,7,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 4.
S0086,C005,J011,3,0.6,0.545,3,3,"React,K8s,Python",3.3,3,0.87,8,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 3.
S0027,C002,J011,2,0.72,0.667,3,3,"Java,Git,Docker",2.7,4,0.91,9,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 2.
S0025,C004,J012,2,0.85,0.749,4,0,,2.6,5,0.79,2,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0004,C001,J011,1,0.8,0.701,5,0,,4.0,2,0.87,8,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 1.
S0083,C005,J001,4,0.57,0.469,5,0,,0.5,4,0.82,8,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 4.
S0047,C002,J020,2,0.53,0.508,3,2,"AWS,Docker",1.3,5,0.73,4,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 2.
S0060,C005,J002,4,0.83,0.718,3,3,"Java,Docker,AWS",0.6,3,0.79,5,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 4.
S0018,C001,J016,3,0.57,0.506,5,0,,0.4,2,0.84,2,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0066,C003,J012,4,0.87,0.811,2,2,"React,AWS",0.9,4,0.71,7,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 4.
S0030,C005,J010,1,0.57,0.542,3,0,,4.4,4,0.94,2,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0052,C002,J007,5,0.55,0.458,4,2,"Docker,K8s",0.2,2,0.83,4,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0088,C005,J002,4,0.92,0.825,4,0,,0.1,3,0.98,7,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 4.
S0049,C003,J009,2,0.58,0.478,4,0,,3.8,3,0.77,8,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 2.
S0003,C003,J019,2,0.59,0.52,3,3,"Python,SQL,AWS",1.4,2,0.74,5,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 2.
S0067,C005,J016,1,0.75,0.721,2,2,"Docker,K8s",4.7,1,0.72,5,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0036,C001,J011,5,0.93,0.801,2,2,"Git,Python",0.3,3,0.92,2,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 5.
S0068,C001,J014,1,0.54,0.532,5,0,,1.6,5,0.77,2,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 1.
S0066,C002,J010,5,0.71,0.681,4,0,,1.4,1,0.89,4,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0044,C005,J009,1,0.68,0.66,4,0,,1.7,4,0.82,4,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 1.
S0049,C004,J005,2,0.9,0.825,5,3,"Python,Docker,K8s",3.2,3,0.81,7,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 2.
S0026,C005,J008,5,0.95,0.826,4,2,"AWS,Python",3.0,1,0.89,8,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0088,C002,J019,3,0.66,0.622,5,2,"SQL,K8s",1.0,5,0.84,8,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 3.
S0017,C004,J009,2,0.63,0.518,3,2,"Git,AWS",4.7,5,0.84,9,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 2.
S0088,C004,J013,3,0.9,0.78,2,0,,4.3,3,0.87,9,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0025,C003,J016,3,0.62,0.541,2,1,Java,2.9,2,0.72,2,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 3.
S0010,C002,J020,2,0.63,0.557,2,2,"Git,Docker",1.3,3,0.86,6,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 2.
S0002,C002,J013,4,0.95,0.877,4,0,,4.4,1,0.74,4,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 4.
S0036,C005,J013,4,0.66,0.635,2,3,"Python,Git,Java",4.0,5,0.97,7,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 4.
S0031,C001,J018,4,0.68,0.575,3,0,,3.6,4,0.76,7,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 4.
S0084,C003,J005,3,0.68,0.563,3,2,"SQL,Java",4.2,1,0.89,5,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 3.
S0016,C001,J015,3,0.61,0.531,5,2,"K8s,Git",3.8,1,0.96,3,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0055,C001,J017,3,0.73,0.619,3,3,"Python,AWS,K8s",0.4,3,0.94,5,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 3.
S0001,C001,J008,4,0.78,0.716,2,3,"Java,React,SQL",1.9,1,0.94,3,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0037,C004,J009,3,0.77,0.689,2,3,"Java,Python,SQL",3.5,5,0.81,2,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 3.
S0050,C002,J014,2,0.52,0.514,4,1,Git,4.9,5,0.74,7,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0062,C002,J015,4,0.74,0.633,3,1,React,2.0,2,0.72,7,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0085,C004,J003,5,0.87,0.798,2,2,"Java,React",3.7,1,0.99,6,,Student matches well. Rank 5.
S0037,C003,J008,1,0.69,0.593,2,0,,4.2,2,0.75,7,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0097,C001,J001,4,0.73,0.642,4,2,"React,Java",4.6,2,0.72,3,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 4.
S0054,C002,J013,1,0.7,0.648,3,0,,4.3,3,0.71,3,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 1.
S0007,C002,J008,2,0.74,0.715,5,1,AWS,1.6,2,0.77,4,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 2.
S0038,C003,J008,1,0.93,0.801,5,2,"Git,Java",2.2,3,0.96,6,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0031,C001,J016,2,0.63,0.547,3,2,"SQL,Git",1.6,2,0.96,6,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 2.
S0065,C005,J019,1,0.61,0.585,5,0,,0.1,4,0.92,3,,Good match overall for this role based on profile.
S0023,C003,J007,4,0.77,0.693,3,1,Python,1.6,5,0.94,7,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0058,C005,J006,3,0.67,0.594,4,2,"React,K8s",3.5,3,0.97,6,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0026,C005,J003,3,0.59,0.496,2,0,,4.6,3,0.94,8,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0061,C001,J014,4,0.79,0.697,4,1,K8s,1.0,2,0.86,5,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0028,C003,J017,3,0.86,0.742,5,1,React,1.6,2,0.91,9,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 3.
S0088,C005,J008,1,0.54,0.527,3,0,,0.6,1,0.8,2,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 1.
S0075,C002,J018,5,0.75,0.678,3,1,K8s,4.5,5,0.8,3,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
S0009,C003,J013,3,0.71,0.612,4,1,React,3.1,5,0.76,2,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.
