Candidate ID,Skills,Experience Years,Education,Certifications,Projects
C_515,"Agile,Node.js,TypeScript,Git",13,Master,"Data Science Professional,Scrum Master,Machine Learning Specialization",3
C_516,"AWS,Java,Node.js,Leadership,Python,Communication,Power BI",7,Master,"Scrum Master,Data Science Professional",4
C_517,"SQL,CI/CD,Communication,Power BI,Kubernetes,Machine Learning,Agile",2,Bachelor,"Scrum Master,Data Science Professional",0
C_518,"Leadership,Pandas,AWS,Power BI,Git,Excel,GCP,SQL,Docker,Azure",0,Bachelor,"Data Science Professional,PMP,Scrum Master",2
C_519,"GCP,Java,SQL,Leadership,CI/CD,Communication",8,High School,"Data Science Professional,Google Cloud Engineer,AWS Solutions Architect",5
C_520,"CI/CD,Leadership,Python,GCP,Power BI,Pandas",4,Bachelor,"PMP,Google Cloud Engineer",4
C_521,"Azure,CI/CD,Python,Machine Learning,Leadership,Java",4,Master,"Google Cloud Engineer,PMP",5
C_522,"Power BI,Java,Tableau,SQL,Docker",2,PhD,Scrum Master,3
C_523,"AWS,Scrum,TypeScript,Agile,Java,C++,Kubernetes,SQL",8,Master,,0
C_524,"TypeScript,React,Power BI,GCP",15,Master,Scrum Master,5
C_525,"Power BI,Azure,Deep Learning,Tableau,Node.js,Python,GCP,TypeScript",12,Master,,0
C_526,"Agile,Kubernetes,Node.js,Leadership,Azure,Docker,CI/CD,Excel,Machine Learning,Deep Learning",12,Bachelor,Machine Learning Specialization,5
C_527,"Tableau,Docker,Scrum,Git,Java",10,Bachelor,,0
C_528,"Node.js,Machine Learning",3,Master,"Google Cloud Engineer,PMP",2
C_529,"SQL,Python,Leadership,Pandas,Scrum",6,PhD,,5
C_530,"Pandas,Leadership,Deep Learning",12,Master,AWS Solutions Architect,5
C_531,"Azure,GCP,TypeScript,Scrum",2,Master,"Scrum Master,PMP",2
C_532,"Pandas,Azure,SQL,React",12,Bachelor,,2
C_533,"Java,TypeScript,Pandas,Power BI,C++,React",5,Master,,1
C_534,"Node.js,C++,Leadership,Agile,Machine Learning,TypeScript,Azure,Scrum,SQL,Power BI",2,Bachelor,"Scrum Master,AWS Solutions Architect",3
C_535,"Agile,Python,SQL,Scrum",12,Bachelor,"Scrum Master,Data Science Professional",0
C_536,"Git,Power BI,CI/CD,Node.js,React,Pandas,Excel,AWS,Python,C++",15,Bachelor,"PMP,Machine Learning Specialization",3
C_537,"Agile,Pandas",11,Bachelor,"AWS Solutions Architect,Scrum Master",2
C_538,"Java,Excel,SQL,React,Scrum",6,Bachelor,"AWS Solutions Architect,PMP,Scrum Master",0
C_539,"CI/CD,C++,Deep Learning,SQL,Git,Python,AWS,Power BI,React",2,Master,"Scrum Master,Data Science Professional",3
C_540,"SQL,Docker",1,Bachelor,,3
C_541,"C++,Agile,Scrum",14,PhD,Machine Learning Specialization,4
C_542,"Pandas,SQL,CI/CD,Deep Learning,Power BI",0,Bachelor,,1
C_543,"Python,Java,Agile,SQL",9,Master,,3
C_544,"Communication,Pandas,Machine Learning,Power BI",7,High School,Scrum Master,2
C_545,"Docker,Machine Learning,Scrum,Communication,Excel,Deep Learning,CI/CD,C++",1,Bachelor,"AWS Solutions Architect,Machine Learning Specialization",2
C_546,"Node.js,Java,Git,Kubernetes",5,Bachelor,,1
C_547,"Agile,Leadership,React",5,High School,"AWS Solutions Architect,Machine Learning Specialization,Data Science Professional",1
C_548,"Git,Agile,Communication",9,Bachelor,"Machine Learning Specialization,Google Cloud Engineer,Data Science Professional",1
C_549,"Tableau,TypeScript,Node.js,AWS,Java,SQL",5,Master,,5
C_550,"Kubernetes,Node.js,Python,Excel,AWS,C++",3,PhD,,4
C_551,"Excel,Tableau,AWS,TypeScript,C++,Azure,SQL",6,Bachelor,Machine Learning Specialization,3
C_552,"Java,CI/CD,Scrum,SQL,Agile,Kubernetes,GCP,C++,Node.js",8,Bachelor,"AWS Solutions Architect,Machine Learning Specialization,Data Science Professional",4
C_553,"Java,Python,Power BI,Tableau",3,High School,Machine Learning Specialization,3
C_554,"Node.js,C++,Scrum,Docker,AWS,Machine Learning,Agile",7,High School,"Google Cloud Engineer,Scrum Master,Machine Learning Specialization",0
C_555,"Communication,Power BI,SQL,Node.js,Deep Learning,C++,TypeScript,Java,React",11,Bachelor,Machine Learning Specialization,2
C_556,"C++,Docker,Deep Learning,SQL,Communication,Agile",8,Bachelor,"Scrum Master,Machine Learning Specialization,Google Cloud Engineer",2
C_557,"GCP,Leadership,Java,Agile,Communication",7,High School,"Google Cloud Engineer,Data Science Professional,Scrum Master",3
C_558,"Python,Node.js,AWS,Scrum,Docker,Git",7,Master,Data Science Professional,0
C_559,"SQL,CI/CD,Power BI,Tableau,Git,Node.js,Agile,React",15,Master,,3
C_560,"AWS,Pandas,Excel,Python,Node.js,C++,Deep Learning,Kubernetes,GCP",7,Master,,0
C_561,"Scrum,GCP,Java,TypeScript,Communication,Leadership,Python,Agile,Tableau",4,Master,"Google Cloud Engineer,PMP,Scrum Master",5
C_562,"Agile,Pandas",12,Master,"Data Science Professional,AWS Solutions Architect",2
C_563,"Azure,Git,Leadership,Excel,Communication,C++,Pandas,Docker",1,Bachelor,"AWS Solutions Architect,Machine Learning Specialization",3
C_564,"TypeScript,Leadership,SQL,Kubernetes,Agile,Java,Excel",2,Bachelor,Google Cloud Engineer,2
C_565,"Excel,Machine Learning,Agile,Power BI,CI/CD",6,Master,PMP,2
C_566,"Tableau,Scrum,Node.js,Azure,SQL,Pandas",11,Bachelor,"Data Science Professional,Machine Learning Specialization,AWS Solutions Architect",3
C_567,"Scrum,Excel,GCP,TypeScript,Leadership,Kubernetes,Pandas,C++,Agile,SQL",2,Bachelor,PMP,0
C_568,"Java,Azure,Machine Learning",4,Bachelor,Data Science Professional,5
C_569,"GCP,Node.js",4,Bachelor,"Scrum Master,AWS Solutions Architect,PMP",1
C_570,"Python,AWS,Tableau",10,Bachelor,"Machine Learning Specialization,PMP",3
C_571,"Excel,TypeScript,Git,GCP,Communication,Deep Learning,Agile,Java,Azure,Machine Learning",15,Bachelor,"AWS Solutions Architect,Google Cloud Engineer",2
C_572,"TypeScript,Java,Leadership,Git,Excel,GCP",5,PhD,Google Cloud Engineer,1
C_573,"SQL,Docker,Communication",4,Bachelor,"Google Cloud Engineer,Machine Learning Specialization",4
C_574,"Scrum,Docker",11,Bachelor,"Data Science Professional,Google Cloud Engineer,PMP",0
C_575,"React,Power BI",4,PhD,"Google Cloud Engineer,AWS Solutions Architect",5
C_576,"Tableau,Docker,Agile,GCP,Power BI,Scrum,Deep Learning,TypeScript,Git,Kubernetes",3,Master,,1
C_577,"Machine Learning,GCP,Python,React,Leadership,AWS,TypeScript,Kubernetes,Pandas,Java",1,Master,Data Science Professional,4
C_578,"Azure,C++,Python,Pandas,Excel",14,Master,,4
C_579,"C++,Power BI,Docker,Leadership,Agile,Tableau,SQL,Kubernetes",12,Bachelor,"PMP,Scrum Master,Machine Learning Specialization",0
C_580,"Kubernetes,CI/CD,GCP,TypeScript,Excel,Pandas",6,Master,"Machine Learning Specialization,Scrum Master,Data Science Professional",2
C_581,"CI/CD,Node.js,Deep Learning,Communication",2,Bachelor,"Scrum Master,Data Science Professional",2
C_582,"Communication,React,Pandas",0,Bachelor,"Scrum Master,Google Cloud Engineer",4
C_583,"Git,Communication,Deep Learning,C++,Java,React,GCP,Power BI,SQL",9,Master,"Scrum Master,Data Science Professional",5
C_584,"AWS,Python,Git,Deep Learning,Azure,GCP,Power BI,Machine Learning,Communication",13,Bachelor,AWS Solutions Architect,0
C_585,"Power BI,Pandas,Leadership,Kubernetes,Communication,CI/CD",13,Master,"Machine Learning Specialization,AWS Solutions Architect,PMP",4
C_586,"Azure,Java",1,Bachelor,"Machine Learning Specialization,Google Cloud Engineer,PMP",1
C_587,"Azure,Kubernetes",13,Master,"AWS Solutions Architect,PMP",2
C_588,"Agile,Pandas,Tableau,C++,Java,Machine Learning,Leadership,Docker,Scrum,Node.js",9,Bachelor,"AWS Solutions Architect,Data Science Professional",4
C_589,"Deep Learning,Python,CI/CD,Tableau,GCP,Kubernetes,Power BI",13,Bachelor,AWS Solutions Architect,1
C_590,"Tableau,AWS,C++,Excel",3,Bachelor,,0
C_591,"Python,Power BI,Kubernetes,GCP",11,Bachelor,"Data Science Professional,Machine Learning Specialization,PMP",1
C_592,"Python,Machine Learning,AWS,Deep Learning,Agile,Scrum",9,Bachelor,AWS Solutions Architect,3
C_593,"Pandas,Python,Power BI",13,High School,,0
C_594,"Communication,SQL,Power BI,Machine Learning,Azure,Git,Pandas,GCP,Python,React",3,Master,Data Science Professional,1
C_595,"Scrum,Kubernetes,Python,Pandas",4,Master,"Data Science Professional,PMP",2
C_596,"Tableau,CI/CD,Leadership,AWS",2,High School,,4
C_597,"Git,C++,GCP,Java,Excel",0,PhD,,1
C_598,"Git,Power BI,Kubernetes,Communication,Java,TypeScript,Machine Learning,Leadership,Scrum,C++",13,Bachelor,Scrum Master,0
C_599,"Machine Learning,TypeScript,CI/CD,Tableau,Deep Learning,Power BI,Kubernetes",9,Bachelor,,0
C_600,"Power BI,Machine Learning,React,GCP,TypeScript,Agile,Leadership",7,Bachelor,"Scrum Master,Google Cloud Engineer",0
C_601,"Scrum,Kubernetes,Java,Python,Power BI,Machine Learning,React,TypeScript,Pandas",3,Bachelor,"Machine Learning Specialization,Data Science Professional,AWS Solutions Architect",5
C_602,"Pandas,Kubernetes,C++,Docker",6,Bachelor,"AWS Solutions Architect,Google Cloud Engineer,Scrum Master",5
C_603,"Azure,Git,Communication,Scrum,CI/CD,React,Kubernetes,Power BI,Agile",15,Bachelor,Scrum Master,0
C_604,"Azure,Power BI,AWS",4,High School,,0
C_605,"Scrum,Python,Java,React,Leadership,Docker,Deep Learning,GCP,Machine Learning",2,Master,"Scrum Master,Google Cloud Engineer,PMP",5
C_606,"Power BI,Tableau,Azure,Excel,Docker,Agile,Communication,Python,SQL",13,Master,,3
C_607,"Docker,React,TypeScript,Scrum,SQL,Leadership,Java,GCP,Excel",15,Bachelor,"Machine Learning Specialization,Scrum Master",3
C_608,"Communication,Scrum,Power BI",15,Bachelor,Data Science Professional,0
C_609,"Azure,Power BI,Communication,React,Leadership,Kubernetes,GCP,Docker",1,High School,,1
C_610,"Kubernetes,Communication,Python,Agile,Docker,React,Machine Learning",13,Bachelor,"Scrum Master,PMP",0
C_611,"AWS,Agile,GCP,Communication,Pandas",2,Master,,2
C_612,"Python,Excel,Docker,SQL",14,Master,"Data Science Professional,Machine Learning Specialization,Scrum Master",2
C_613,"Git,Power BI",0,PhD,"Data Science Professional,Scrum Master,PMP",4
C_614,"Power BI,Machine Learning,Git",6,Bachelor,"Google Cloud Engineer,Data Science Professional",2
C_615,"Node.js,C++,Power BI,Agile,Pandas,Excel,Git",9,Bachelor,"Data Science Professional,Scrum Master",1
C_616,"Git,Communication,Machine Learning",10,Bachelor,"Scrum Master,Google Cloud Engineer,PMP",0
C_617,"Tableau,GCP,Node.js,Excel,Docker,C++",13,Bachelor,"Machine Learning Specialization,Data Science Professional,Google Cloud Engineer",0
C_618,"Java,Communication,Power BI,C++,TypeScript,Azure,Excel,Node.js,SQL,Git",6,Bachelor,Google Cloud Engineer,1
C_619,"Node.js,CI/CD,Docker,Pandas,C++,Git",8,Master,PMP,5
C_620,"React,AWS,Machine Learning,Deep Learning,C++",0,Bachelor,"Scrum Master,Machine Learning Specialization",4
C_621,"Node.js,Agile,SQL,C++,Java,Azure,Deep Learning,Python",8,Master,"Machine Learning Specialization,Data Science Professional",1
C_622,"CI/CD,Power BI",0,High School,,2
C_623,"Pandas,Node.js,Kubernetes,CI/CD,React,Deep Learning",7,Bachelor,,4
C_624,"Azure,Power BI,Pandas,AWS,Leadership,Machine Learning,Docker,Excel,React,Git",7,PhD,Google Cloud Engineer,0
C_625,"C++,Azure,TypeScript,Node.js",8,Master,,3
C_626,"Kubernetes,Git,Machine Learning,Docker,Excel,Node.js,Power BI,AWS,Azure,TypeScript",4,Bachelor,"PMP,AWS Solutions Architect",5
C_627,"CI/CD,Scrum",1,Master,PMP,4
C_628,"GCP,Agile,Kubernetes,Machine Learning,Excel,AWS,TypeScript,React",0,PhD,"PMP,Machine Learning Specialization,AWS Solutions Architect",1
C_629,"C++,Java,TypeScript,Agile,Docker,Node.js",1,Bachelor,,3
C_630,"CI/CD,Node.js,Docker,Git,Machine Learning,Java,Azure,Tableau,Pandas",11,Bachelor,"Scrum Master,AWS Solutions Architect",0
C_631,"Agile,TypeScript,Deep Learning,Python",12,Bachelor,"PMP,Data Science Professional",0
C_632,"Java,AWS,Tableau",4,Master,"PMP,Scrum Master,Data Science Professional",5
C_633,"Azure,Java,Scrum,Communication",10,Master,AWS Solutions Architect,3
C_634,"Java,React,Git,Communication,AWS,Python,Agile",7,PhD,"Google Cloud Engineer,PMP,Machine Learning Specialization",0
C_635,"Leadership,Node.js,CI/CD,Azure,Deep Learning,Pandas,Kubernetes,Java",3,High School,"Scrum Master,Machine Learning Specialization,AWS Solutions Architect",1
C_636,"C++,Azure,GCP,CI/CD,Power BI",12,Bachelor,Data Science Professional,1
C_637,"CI/CD,Scrum,C++,Node.js,Java,Agile",4,High School,"Google Cloud Engineer,Data Science Professional",3
C_638,"Kubernetes,Communication,Scrum,Agile,TypeScript",2,High School,PMP,5
C_639,"Scrum,C++,React,Node.js,Leadership,Azure,Pandas,Machine Learning",1,High School,Scrum Master,2
C_640,"Python,Azure",12,Bachelor,"Machine Learning Specialization,PMP,Google Cloud Engineer",4
C_641,"Communication,Java",8,Bachelor,"PMP,Scrum Master,Google Cloud Engineer",0
C_642,"Git,Tableau,Node.js,Deep Learning,Azure,Machine Learning,Docker",1,PhD,"PMP,Machine Learning Specialization,Scrum Master",2
C_643,"Leadership,Azure,Tableau,Docker,Node.js,Java",10,Master,"Google Cloud Engineer,Data Science Professional,Scrum Master",0
C_644,"Deep Learning,SQL,AWS,Java,Power BI",8,Bachelor,"Scrum Master,AWS Solutions Architect,Machine Learning Specialization",0
C_645,"Kubernetes,Git,Excel,Power BI,TypeScript,Agile,Machine Learning,Deep Learning,Scrum",11,High School,"Google Cloud Engineer,Machine Learning Specialization",5
C_646,"Azure,Communication,Scrum,Git,C++,Agile,Python,Tableau,Java,Leadership",2,Bachelor,"Machine Learning Specialization,AWS Solutions Architect,PMP",0
C_647,"Scrum,CI/CD,Machine Learning,React,Kubernetes,Communication",3,Master,AWS Solutions Architect,0
C_648,"Git,Scrum,Power BI,TypeScript,Azure,Python,Docker,SQL,Agile",10,PhD,Google Cloud Engineer,0
C_649,"Docker,SQL,Pandas,Excel,Leadership,React",2,Bachelor,Google Cloud Engineer,3
C_650,"Python,C++,Java",12,Master,"Machine Learning Specialization,Google Cloud Engineer",0
C_651,"Power BI,Node.js,GCP,Leadership,Deep Learning,Kubernetes",3,Master,Scrum Master,3
C_652,"Power BI,Azure,Communication,Leadership,Node.js,Pandas,Agile,Kubernetes",5,Bachelor,"AWS Solutions Architect,Machine Learning Specialization,PMP",3
C_653,"Agile,Scrum,Git,Deep Learning,Power BI",2,Bachelor,"AWS Solutions Architect,Scrum Master,PMP",1
C_654,"Scrum,GCP,AWS,Tableau",13,Bachelor,,4
C_655,"SQL,Tableau,Machine Learning",13,Bachelor,"Machine Learning Specialization,Data Science Professional,PMP",2
C_656,"Communication,Pandas,Tableau,Python,Machine Learning,TypeScript",5,Master,"AWS Solutions Architect,Machine Learning Specialization,Scrum Master",5
C_657,"Docker,Communication,TypeScript,Scrum,Leadership,Azure",10,PhD,Google Cloud Engineer,1
C_658,"CI/CD,Leadership,Azure",3,Bachelor,,0
C_659,"Machine Learning,Python,Java,Agile,Power BI,TypeScript,React,Leadership",9,Master,"Machine Learning Specialization,Scrum Master",2
C_660,"Deep Learning,Python,C++",3,Master,AWS Solutions Architect,1
C_661,"Agile,Deep Learning,CI/CD,AWS,Node.js,Excel,C++,Pandas,GCP",14,Bachelor,"AWS Solutions Architect,Machine Learning Specialization,Google Cloud Engineer",1
C_662,"Power BI,CI/CD,Python,TypeScript,Communication,AWS,C++,GCP,React",1,Bachelor,,5
C_663,"Node.js,Power BI,Communication,Leadership,Excel,GCP,SQL,Git",12,Bachelor,"Google Cloud Engineer,AWS Solutions Architect,Data Science Professional",3
C_664,"Excel,Pandas,Azure,Agile,Node.js,Power BI,Machine Learning",15,Master,"Scrum Master,Machine Learning Specialization",0
C_665,"GCP,CI/CD,C++,Power BI",11,Bachelor,Data Science Professional,5
C_666,"Leadership,Git,Scrum,TypeScript,Deep Learning,GCP,React",13,Master,"Scrum Master,Google Cloud Engineer",4
C_667,"GCP,Git,CI/CD,Pandas,Scrum",15,Bachelor,Google Cloud Engineer,4
C_668,"Machine Learning,Node.js,Power BI,GCP,AWS,C++,Excel,SQL,Python",11,Master,"Machine Learning Specialization,Google Cloud Engineer",1
C_669,"SQL,Pandas,Docker,Node.js,Machine Learning,AWS,Leadership,Communication,Power BI,Deep Learning",10,Master,,4
C_670,"Deep Learning,Git,Tableau,Leadership,Machine Learning,SQL",14,Master,,0
C_671,"Excel,SQL,Tableau",3,Bachelor,,1
C_672,"Java,GCP,TypeScript,Tableau,Power BI,Machine Learning,Deep Learning",11,Bachelor,AWS Solutions Architect,1
C_673,"Node.js,Python,AWS,Power BI,Docker,GCP,Tableau,Java,Pandas",8,Bachelor,"PMP,Google Cloud Engineer,Data Science Professional",4
C_674,"AWS,Deep Learning,Node.js,Scrum,Agile,TypeScript,Tableau,Kubernetes",0,Bachelor,,5
C_675,"Pandas,CI/CD,Docker,Scrum,React,Java,Node.js,SQL,Leadership,Power BI",1,Master,Data Science Professional,0
C_676,"GCP,Node.js,React,Excel,CI/CD,Docker,Kubernetes,Python,Azure,TypeScript",4,Master,"Machine Learning Specialization,Google Cloud Engineer,Scrum Master",5
C_677,"Agile,React,C++,GCP,Pandas,SQL,Excel",10,Bachelor,Data Science Professional,4
C_678,"C++,Pandas,Tableau,Excel,GCP,Scrum",10,Master,AWS Solutions Architect,0
C_679,"Communication,Azure,AWS,GCP,Node.js,Tableau,Machine Learning,SQL,Kubernetes,Deep Learning",11,Bachelor,,3
C_680,"Communication,Python,TypeScript,Docker,AWS,CI/CD",7,Bachelor,"Machine Learning Specialization,Data Science Professional",5
C_681,"Git,React,Tableau,CI/CD",7,Bachelor,PMP,3
C_682,"Deep Learning,Git,Node.js",13,High School,,3
C_683,"Power BI,C++,TypeScript,Pandas",11,Master,"Data Science Professional,Machine Learning Specialization,Scrum Master",2
C_684,"Agile,Node.js,TypeScript,Power BI,Git,Java,Deep Learning,Tableau,Excel",15,Master,Machine Learning Specialization,4
C_685,"Machine Learning,Git,C++,TypeScript,Power BI,SQL,Java,Kubernetes,CI/CD,GCP",13,Bachelor,"Data Science Professional,PMP",0
C_686,"Deep Learning,Machine Learning,Kubernetes,GCP,Scrum,Agile,Communication,Power BI,Python,React",4,Bachelor,"AWS Solutions Architect,PMP,Data Science Professional",1
C_687,"CI/CD,Power BI,Python,Machine Learning",11,High School,,3
C_688,"Communication,GCP,CI/CD,TypeScript,Docker,React,Power BI,Deep Learning,Tableau",14,Master,"Google Cloud Engineer,PMP,AWS Solutions Architect",4
C_689,"React,AWS,CI/CD,Docker,Excel,SQL,TypeScript,Azure",2,Master,,4
C_690,"Excel,Agile,Machine Learning,Git,CI/CD,Pandas",6,PhD,,4
C_691,"C++,Power BI,Tableau,Python,Machine Learning,Excel,Java,Agile,Azure,React",6,Bachelor,"AWS Solutions Architect,Data Science Professional,PMP",3
C_692,"Power BI,Python",10,Bachelor,"AWS Solutions Architect,Data Science Professional,PMP",3
C_693,"Pandas,Machine Learning,Git,Excel,Java,GCP",4,Bachelor,,1
C_694,"Node.js,Scrum,Java,SQL,Leadership,Docker",5,High School,,2
C_695,"Machine Learning,Docker,Deep Learning,Node.js,Git,Azure,React,CI/CD",1,Bachelor,Scrum Master,4
C_696,"React,Machine Learning,Azure,SQL,Docker,TypeScript,Excel,Node.js,Pandas,AWS",0,Bachelor,AWS Solutions Architect,2
C_697,"Communication,Scrum,Machine Learning,AWS,Excel,Deep Learning,GCP,Node.js,TypeScript,SQL",6,Master,PMP,4
C_698,"AWS,Excel,Node.js,TypeScript",1,High School,"Data Science Professional,PMP,Google Cloud Engineer",0
C_699,"Power BI,Azure",8,Master,"PMP,Google Cloud Engineer,Machine Learning Specialization",0
C_700,"CI/CD,Excel,Communication,Pandas",9,High School,,1
C_701,"Azure,Node.js,C++,Leadership,Tableau,Docker,Communication,CI/CD,TypeScript,Deep Learning",7,Master,"PMP,Google Cloud Engineer",3
C_702,"Python,Git,Deep Learning,Agile,CI/CD,Power BI,Leadership",0,Master,"Data Science Professional,Scrum Master,Machine Learning Specialization",4
C_703,"Agile,Pandas,Excel",0,Master,"Machine Learning Specialization,AWS Solutions Architect,PMP",3
C_704,"React,Java,Python,Machine Learning,TypeScript,Kubernetes,C++",14,High School,,2
C_705,"C++,Pandas,Leadership,Agile,GCP,AWS,Communication",15,PhD,,2
C_706,"Git,CI/CD,Leadership,C++,Python,Agile,React,Machine Learning,Azure",15,Bachelor,Machine Learning Specialization,5
C_707,"Pandas,Communication,Deep Learning,CI/CD",2,Bachelor,Data Science Professional,5
C_708,"C++,Scrum,Python,Excel,Leadership,Azure",14,High School,"Machine Learning Specialization,AWS Solutions Architect,PMP",3
C_709,"Azure,Machine Learning,Scrum,Tableau,TypeScript,Power BI,Kubernetes,Agile",1,Master,AWS Solutions Architect,2
C_710,"Excel,TypeScript,Docker,Python,React,C++,Scrum,Pandas",0,PhD,Machine Learning Specialization,3
C_711,"AWS,C++,Java",10,Bachelor,,0
C_712,"Node.js,Python,Communication,Agile,Docker,Azure,AWS,Machine Learning,Power BI",7,PhD,,2
C_713,"AWS,Pandas,Leadership,Scrum,TypeScript,Machine Learning,Agile,Communication,Git,Python",1,Bachelor,,1
C_714,"TypeScript,SQL",9,Master,"AWS Solutions Architect,Machine Learning Specialization,Data Science Professional",4
C_715,"GCP,React",12,High School,"Google Cloud Engineer,Data Science Professional,AWS Solutions Architect",3
C_716,"TypeScript,Node.js,Leadership,Scrum,Machine Learning,Docker,Python,CI/CD",10,Bachelor,,0
C_717,"Leadership,Git",2,Bachelor,Data Science Professional,1
C_718,"Azure,Kubernetes,Node.js,Power BI,Leadership,TypeScript,Java,AWS,Deep Learning,React",1,High School,"Data Science Professional,Scrum Master",4
C_719,"GCP,Communication,Excel,Deep Learning,Agile,Power BI,CI/CD",10,Bachelor,,4
C_720,"SQL,AWS,Tableau,Excel",1,Bachelor,Google Cloud Engineer,5
C_721,"Pandas,Docker,C++,Scrum,Power BI",14,Bachelor,"Data Science Professional,Machine Learning Specialization",2
C_722,"Node.js,Docker,Java,Machine Learning,TypeScript,SQL",15,Bachelor,,5
C_723,"Git,AWS,TypeScript,Leadership,C++",7,Bachelor,"Machine Learning Specialization,Scrum Master",1
C_724,"Java,Python,Kubernetes,Git,Pandas,Scrum,Agile,Machine Learning",4,Bachelor,Machine Learning Specialization,4
C_725,"SQL,Python,C++,Scrum,GCP,Java,AWS",8,Master,"Data Science Professional,Google Cloud Engineer",1
C_726,"Python,Java,Azure,Machine Learning,Scrum",4,Bachelor,,2
C_727,"GCP,TypeScript,AWS,Kubernetes,Scrum",5,PhD,"Machine Learning Specialization,AWS Solutions Architect,Data Science Professional",1
C_728,"C++,Excel,React,Git",11,Bachelor,"Machine Learning Specialization,Google Cloud Engineer,AWS Solutions Architect",4
C_729,"Excel,GCP,Deep Learning,Docker,AWS",1,Master,"Google Cloud Engineer,Data Science Professional",4
C_730,"C++,Pandas,Power BI,Leadership,Git,Java,Tableau,React,Kubernetes",15,Bachelor,PMP,5
C_731,"Tableau,Git,Power BI,Scrum,Agile,Azure,React",1,Bachelor,Scrum Master,1
C_732,"C++,GCP,Node.js,React,Communication,Java,Kubernetes,Azure",2,Bachelor,,2
C_733,"Tableau,Kubernetes,AWS,Communication,SQL,TypeScript,CI/CD,Docker,Node.js",14,Bachelor,"PMP,Scrum Master,Machine Learning Specialization",2
C_734,"Python,Java,TypeScript,AWS,Azure,Pandas,Kubernetes,Communication",9,Master,,2
C_735,"Machine Learning,Pandas,Kubernetes,SQL,Excel",6,Bachelor,"PMP,Machine Learning Specialization",5
C_736,"C++,Git,Leadership,Deep Learning,Excel,Azure",0,Master,"PMP,Scrum Master",3
C_737,"Power BI,Agile",4,Master,Google Cloud Engineer,5
C_738,"Power BI,AWS,Tableau,Communication,Excel",14,Master,"PMP,AWS Solutions Architect,Machine Learning Specialization",1
C_739,"Git,Node.js,C++,TypeScript,Agile,Excel,Python,Kubernetes",4,Bachelor,PMP,5
C_740,"Power BI,Scrum",11,Bachelor,"Scrum Master,Machine Learning Specialization,PMP",2
C_741,"Communication,SQL",4,Bachelor,"Data Science Professional,Machine Learning Specialization",4
C_742,"React,C++,CI/CD,Pandas,Excel,Scrum,Git,Power BI",3,Bachelor,"Machine Learning Specialization,PMP,AWS Solutions Architect",1
C_743,"Scrum,Excel,Java",1,Master,"AWS Solutions Architect,Google Cloud Engineer,Data Science Professional",0
C_744,"GCP,C++,AWS,CI/CD,Tableau,Pandas,TypeScript,SQL",11,Bachelor,PMP,3
C_745,"Java,Machine Learning,Deep Learning,Excel,Node.js,Power BI,Pandas,React",6,Bachelor,PMP,3
C_746,"Java,Leadership,Communication,GCP,Scrum,C++,Tableau,TypeScript,Azure",6,High School,Scrum Master,0
C_747,"Leadership,AWS,Tableau,Docker,Communication,Power BI,TypeScript,Excel",1,Master,"Machine Learning Specialization,Scrum Master",2
C_748,"React,Leadership,Java,Node.js,AWS,Scrum",13,Bachelor,Machine Learning Specialization,4
C_749,"React,Git,SQL",7,Master,PMP,5
C_750,"GCP,Scrum,Pandas,C++,Power BI,Node.js,Excel,Machine Learning,Kubernetes,SQL",3,Bachelor,"Scrum Master,Machine Learning Specialization",1
C_751,"C++,Tableau,SQL,TypeScript,Python,Pandas",14,Bachelor,"Google Cloud Engineer,Scrum Master,AWS Solutions Architect",0
C_752,"Machine Learning,Git,Deep Learning,Docker,TypeScript,Power BI",14,High School,Machine Learning Specialization,3
C_753,"Power BI,Azure,Java,Python",3,Bachelor,,4
C_754,"Java,Pandas,Scrum,Python,Azure,Deep Learning,TypeScript,Kubernetes",5,Bachelor,,5
C_755,"C++,TypeScript,SQL,Agile,Tableau,Machine Learning,React,GCP,Git,Python",0,High School,"Google Cloud Engineer,Machine Learning Specialization,PMP",1
C_756,"Pandas,Python,Node.js,Docker,C++",2,Bachelor,,5
C_757,"CI/CD,Java,SQL,Node.js",3,Master,"Data Science Professional,Google Cloud Engineer",4
C_758,"Excel,React,Node.js,Machine Learning,AWS",6,Bachelor,"Google Cloud Engineer,AWS Solutions Architect",3
C_759,"Python,React,C++,TypeScript,AWS,Pandas,Azure",11,High School,Scrum Master,2
C_760,"Machine Learning,Git,Excel,Communication,Java,Azure,CI/CD,Docker,React",4,Bachelor,"Machine Learning Specialization,Scrum Master",0
C_761,"Python,Leadership,Communication,TypeScript,React,Tableau,AWS",0,Bachelor,,2
C_762,"CI/CD,Node.js,AWS,Leadership,Pandas",1,Bachelor,"PMP,Google Cloud Engineer,Data Science Professional",3
C_763,"Agile,SQL,AWS,CI/CD,Leadership",14,Master,"Google Cloud Engineer,PMP",2
C_764,"Tableau,Node.js",9,Master,Machine Learning Specialization,2
C_765,"AWS,C++,Excel,SQL,CI/CD,Leadership,React",10,Bachelor,,0
C_766,"Pandas,C++,SQL,Agile,Deep Learning,Git,Leadership,CI/CD,Java",6,Bachelor,,3
C_767,"GCP,Java,C++,AWS,Node.js,Git,Agile,CI/CD,Tableau",14,PhD,PMP,3
C_768,"Kubernetes,React,Java",15,Bachelor,"Google Cloud Engineer,Scrum Master,AWS Solutions Architect",3
