log_id,student_id,job_id,model_version,served_score,offline_score,skew,rank_position,clicked,applied,is_defect,defect_type,user_impact_score,college_tier,region
L003553,S0198,J017,v1.2,0.5541,0.5125,0.0417,1,1,1,0,none,0.416,1,urban
L003557,S0023,J030,v1.0,0.4074,0.4074,0.0,3,0,0,0,none,0.0,3,semi_urban
L003571,S0269,J035,v1.1,1.0,0.8562,0.1509,3,0,0,1,false_positive,0.719,1,semi_urban
L003572,S0054,J035,v1.1,0.9973,0.9175,0.0797,5,0,0,1,false_positive,0.309,3,urban
L003582,S0021,J022,v1.2,0.6933,0.6235,0.0699,2,0,0,0,none,0.44,2,urban
L003587,S0157,J012,v1.2,0.5214,0.4652,0.0561,3,0,0,0,none,0.281,2,urban
L003592,S0080,J047,v1.2,0.5413,0.4773,0.064,1,1,0,0,none,0.64,2,semi_urban
L003593,S0278,J000,v1.2,0.5015,0.4152,0.0863,1,0,0,0,none,0.863,3,rural
L003604,S0265,J038,v1.1,1.0,0.9381,0.0842,1,1,1,0,none,0.619,1,semi_urban
L003605,S0033,J027,v1.2,0.3748,0.322,0.0528,2,1,1,1,false_negative,0.333,2,rural
L003610,S0048,J038,v1.1,0.6739,0.6361,0.0379,2,0,0,0,none,0.238,2,semi_urban
L003612,S0273,J000,v1.2,0.4873,0.3767,0.1106,5,0,0,0,none,0.428,2,semi_urban
L003629,S0281,J026,v1.2,0.3594,0.2813,0.0781,2,0,0,0,none,0.493,1,semi_urban
L003634,S0006,J004,v1.2,0.4127,0.3469,0.0658,5,0,0,0,none,0.255,3,urban
L003636,S0005,J040,v1.2,0.5766,0.4996,0.077,2,1,1,0,none,0.486,3,urban
L003640,S0274,J000,v1.2,0.4847,0.4149,0.0699,3,0,0,0,none,0.349,2,rural
L003647,S0101,J016,v1.1,0.7476,0.7023,0.0454,2,0,0,1,false_positive,0.286,2,rural
L003651,S0132,J015,v1.2,0.559,0.5086,0.0504,4,0,0,0,none,0.217,2,semi_urban
L003652,S0059,J004,v1.0,0.5033,0.5033,0.0,4,0,0,0,none,0.0,1,semi_urban
L003653,S0286,J037,v1.2,0.4326,0.3584,0.0742,1,0,0,0,none,0.742,1,urban
L003667,S0188,J004,v1.2,0.3391,0.3044,0.0347,3,0,0,0,none,0.174,3,semi_urban
L003683,S0179,J035,v1.2,0.4708,0.4063,0.0645,4,0,0,0,none,0.278,3,urban
L003691,S0217,J034,v1.0,0.3353,0.3353,0.0,3,0,0,0,none,0.0,1,semi_urban
L003701,S0191,J017,v1.0,0.2693,0.2693,0.0,1,1,0,1,false_negative,0.0,1,semi_urban
L003720,S0067,J001,v1.2,0.4272,0.3513,0.0758,3,0,0,0,none,0.38,2,semi_urban
L003728,S0122,J024,v1.2,0.4416,0.3611,0.0805,3,0,0,0,none,0.403,1,urban
L003733,S0034,J047,v1.2,0.5368,0.3912,0.1456,2,0,0,0,none,0.919,2,urban
L003750,S0205,J036,v1.2,0.8651,0.7862,0.0789,2,1,0,0,none,0.498,1,semi_urban
L003757,S0044,J015,v1.0,0.4624,0.4624,0.0,3,1,1,0,none,0.0,3,semi_urban
L003758,S0281,J026,v1.2,0.3754,0.2926,0.0829,5,0,0,0,none,0.32,1,semi_urban
L003763,S0161,J039,v1.2,0.277,0.1803,0.0967,5,0,0,0,none,0.374,3,urban
L003766,S0162,J028,v1.1,0.3911,0.3514,0.0397,5,1,1,1,false_negative,0.154,1,rural
L003767,S0171,J016,v1.1,0.6342,0.609,0.0252,5,0,0,0,none,0.097,2,urban
L003782,S0080,J040,v1.0,0.6072,0.6072,0.0,5,0,0,0,none,0.0,2,semi_urban
L003794,S0004,J043,v1.2,0.1433,0.0703,0.0729,3,0,0,0,none,0.365,1,rural
L003795,S0134,J036,v1.0,0.6161,0.6161,0.0,5,0,0,0,none,0.0,2,urban
L003799,S0007,J046,v1.1,0.7595,0.7544,0.005,5,0,0,1,false_positive,0.02,3,semi_urban
L003803,S0073,J045,v1.2,0.8758,0.7439,0.1319,3,0,0,1,false_positive,0.66,1,urban
L003807,S0176,J040,v1.2,0.9305,0.9205,0.0101,4,1,0,0,none,0.043,2,urban
L003808,S0204,J000,v1.2,0.4182,0.34,0.0782,4,0,0,0,none,0.337,1,semi_urban
L003810,S0184,J008,v1.2,0.5784,0.4664,0.112,3,0,0,0,none,0.56,3,urban
L003820,S0237,J000,v1.2,0.4514,0.3621,0.0893,3,0,0,0,none,0.447,3,urban
L003834,S0187,J004,v1.0,0.6204,0.6204,0.0,4,0,0,0,none,0.0,1,urban
L003849,S0149,J008,v1.1,0.5082,0.4814,0.0268,3,0,0,0,none,0.134,1,semi_urban
L003851,S0262,J035,v1.2,0.5648,0.4579,0.1069,2,1,1,0,none,0.674,2,rural
L003859,S0000,J002,v1.2,0.7897,0.6659,0.1238,2,0,0,1,false_positive,0.781,3,semi_urban
L003870,S0250,J011,v1.2,0.3176,0.2621,0.0555,2,0,0,0,none,0.35,2,urban
L003875,S0192,J020,v1.0,0.8999,0.8999,0.0,1,1,0,0,none,0.0,1,semi_urban
L003878,S0058,J016,v1.2,0.6403,0.5809,0.0595,3,0,0,0,none,0.297,1,urban
L003880,S0014,J020,v1.0,0.5892,0.5892,0.0,3,0,0,0,none,0.0,2,urban
L003895,S0143,J043,v1.2,0.3625,0.2769,0.0856,2,0,0,0,none,0.54,2,urban
L003900,S0230,J027,v1.2,0.3297,0.252,0.0777,2,0,0,0,none,0.49,1,semi_urban
L003921,S0181,J041,v1.0,0.4873,0.4873,0.0,4,1,0,0,none,0.0,3,urban
L003922,S0286,J012,v1.1,0.6357,0.5508,0.0849,3,1,1,0,none,0.425,1,urban
L003931,S0084,J023,v1.2,0.7125,0.6393,0.0732,1,1,0,0,none,0.732,1,urban
L003933,S0047,J012,v1.2,0.5835,0.5193,0.0642,5,1,0,0,none,0.248,2,urban
L003938,S0287,J044,v1.2,0.3845,0.27,0.1144,5,1,0,1,false_negative,0.443,2,urban
L003942,S0250,J039,v1.2,0.3599,0.3139,0.046,2,0,0,0,none,0.29,2,urban
L003963,S0017,J035,v1.1,0.4915,0.4132,0.0784,2,0,0,0,none,0.494,1,semi_urban
L003965,S0079,J000,v1.2,0.449,0.3439,0.1051,1,0,0,0,none,1.051,3,semi_urban
L003969,S0056,J028,v1.0,0.4571,0.4571,0.0,2,0,0,0,none,0.0,2,semi_urban
L003970,S0240,J026,v1.1,0.6334,0.5648,0.0685,4,0,0,0,none,0.295,3,rural
L003978,S0032,J038,v1.0,0.7697,0.7697,0.0,5,0,0,1,false_positive,0.0,2,semi_urban
L003980,S0173,J000,v1.2,0.6217,0.5138,0.1079,1,0,0,0,none,1.079,3,urban
L003988,S0163,J039,v1.2,0.6283,0.5396,0.0887,3,0,0,0,none,0.444,1,urban
L003991,S0117,J015,v1.1,0.4617,0.3941,0.0676,3,0,0,0,none,0.338,3,semi_urban
L004024,S0225,J031,v1.1,0.6171,0.5366,0.0805,5,1,0,0,none,0.311,3,urban
L004032,S0070,J002,v1.1,0.3887,0.2416,0.1471,2,1,0,1,false_negative,0.928,1,semi_urban
L004033,S0282,J048,v1.1,0.7055,0.5915,0.114,2,0,0,1,false_positive,0.719,1,urban
L004034,S0229,J006,v1.0,0.7112,0.7112,0.0,1,1,0,0,none,0.0,1,urban
L004039,S0215,J013,v1.0,0.4165,0.4165,0.0,2,0,0,0,none,0.0,3,urban
L004045,S0032,J031,v1.2,0.6303,0.5594,0.0709,3,0,0,0,none,0.354,2,semi_urban
L004048,S0023,J008,v1.2,0.5922,0.5079,0.0843,1,1,1,0,none,0.843,3,semi_urban
L004051,S0031,J031,v1.2,0.2665,0.1915,0.075,3,0,0,0,none,0.375,3,urban
L004053,S0068,J038,v1.2,0.7994,0.7188,0.0806,4,0,0,1,false_positive,0.347,1,urban
L004058,S0111,J021,v1.1,0.2314,0.1298,0.1017,1,0,0,0,none,1.016,1,semi_urban
L004060,S0002,J009,v1.2,0.5926,0.5025,0.0901,1,1,0,0,none,0.901,3,semi_urban
L004080,S0226,J006,v1.0,0.7886,0.7886,0.0,5,0,0,1,false_positive,0.0,1,rural
L004081,S0131,J000,v1.1,0.5072,0.4938,0.0134,2,0,0,0,none,0.085,3,semi_urban
L004085,S0242,J022,v1.0,0.2787,0.2787,0.0,5,0,0,0,none,0.0,1,rural
L004086,S0146,J005,v1.2,0.2932,0.1942,0.0991,5,0,0,0,none,0.383,2,rural
L004105,S0045,J022,v1.1,0.5637,0.5272,0.0365,5,0,0,0,none,0.141,3,semi_urban
L004111,S0201,J011,v1.0,0.2201,0.2201,0.0,5,0,0,0,none,0.0,3,rural
L004118,S0008,J013,v1.1,0.7166,0.6277,0.0889,2,1,0,0,none,0.561,1,urban
L004123,S0236,J022,v1.2,0.4039,0.3568,0.0471,4,0,0,0,none,0.203,2,semi_urban
L004131,S0090,J026,v1.1,0.6984,0.6525,0.0459,5,1,0,0,none,0.178,1,semi_urban
L004138,S0012,J014,v1.1,0.5633,0.435,0.1283,5,1,0,0,none,0.496,2,urban
L004141,S0027,J034,v1.2,0.5158,0.4187,0.0971,4,0,0,0,none,0.418,1,semi_urban
L004142,S0272,J029,v1.1,0.7873,0.6508,0.1365,4,0,0,1,false_positive,0.588,1,urban
L004147,S0212,J003,v1.2,0.7219,0.7109,0.011,2,0,0,1,false_positive,0.069,1,urban
L004173,S0287,J023,v1.2,0.596,0.4957,0.1003,3,0,0,0,none,0.502,2,urban
L004176,S0172,J021,v1.0,0.053,0.053,0.0,4,0,0,0,none,0.0,2,urban
L004194,S0019,J026,v1.2,0.4298,0.377,0.0528,3,0,0,0,none,0.264,2,rural
L004198,S0124,J021,v1.1,0.2553,0.2032,0.0521,3,1,1,1,false_negative,0.261,1,semi_urban
L004200,S0119,J032,v1.2,0.2153,0.1628,0.0525,2,0,0,0,none,0.331,2,rural
L004203,S0141,J013,v1.1,0.4762,0.427,0.0492,4,0,0,0,none,0.212,2,urban
L004212,S0197,J033,v1.1,0.6564,0.5728,0.0836,3,1,0,0,none,0.418,3,semi_urban
L004219,S0076,J025,v1.2,0.4179,0.3816,0.0363,3,0,0,0,none,0.182,2,rural
L004226,S0203,J005,v1.1,0.4632,0.3744,0.0888,1,1,0,0,none,0.888,1,semi_urban
L004238,S0290,J024,v1.2,0.3895,0.3205,0.0691,5,0,0,0,none,0.267,3,rural
L004248,S0013,J005,v1.2,0.2426,0.1824,0.0602,5,0,0,0,none,0.233,3,urban
L004280,S0273,J014,v1.1,0.1908,0.1105,0.0803,1,0,0,0,none,0.803,2,semi_urban
L004288,S0088,J033,v1.2,0.4061,0.2807,0.1254,2,0,0,0,none,0.791,1,urban
L004301,S0044,J007,v1.2,0.6879,0.6304,0.0575,4,0,0,0,none,0.248,3,semi_urban
L004306,S0014,J033,v1.1,0.6563,0.5541,0.1023,3,1,0,0,none,0.511,2,urban
L004317,S0225,J019,v1.2,0.6212,0.5656,0.0556,5,0,0,0,none,0.215,3,urban
L004323,S0006,J026,v1.0,0.3933,0.3933,0.0,3,0,0,0,none,0.0,3,urban
L004337,S0204,J040,v1.0,0.5497,0.5497,0.0,4,0,0,0,none,0.0,1,semi_urban
L004342,S0155,J023,v1.1,0.7519,0.6342,0.1176,5,1,0,0,none,0.455,2,urban
L004353,S0174,J013,v1.2,0.5373,0.4397,0.0975,2,1,0,0,none,0.616,1,urban
L004357,S0118,J007,v1.2,0.6234,0.5288,0.0946,2,1,0,0,none,0.597,2,urban
L004361,S0196,J015,v1.2,0.8715,0.7784,0.0931,3,1,1,0,none,0.466,2,urban
L004362,S0018,J043,v1.2,0.376,0.2686,0.1074,1,0,0,0,none,1.074,3,urban
L004366,S0231,J022,v1.1,0.5452,0.4746,0.0706,5,0,0,0,none,0.273,2,semi_urban
L004375,S0199,J040,v1.1,0.4993,0.4311,0.0682,1,0,0,0,none,0.682,2,semi_urban
L004381,S0075,J045,v1.2,0.759,0.6472,0.1118,5,1,0,0,none,0.433,2,urban
L004390,S0287,J033,v1.1,0.5518,0.4744,0.0774,5,0,0,0,none,0.299,2,urban
L004396,S0232,J048,v1.0,0.4764,0.4764,0.0,2,0,0,0,none,0.0,3,urban
L004400,S0250,J039,v1.1,0.4767,0.3334,0.1432,4,0,0,0,none,0.617,2,urban
L004405,S0151,J027,v1.0,0.218,0.218,0.0,5,0,0,0,none,0.0,3,rural
L004427,S0118,J014,v1.1,0.1107,0.0839,0.0268,3,0,0,0,none,0.134,2,urban
L004431,S0183,J038,v1.0,0.8044,0.8044,0.0,1,1,0,0,none,0.0,2,urban
L004439,S0183,J028,v1.2,0.9396,0.8423,0.0973,5,1,0,0,none,0.376,2,urban
L004453,S0193,J049,v1.0,0.9796,0.9796,0.0,4,1,0,0,none,0.0,3,urban
L004461,S0249,J004,v1.2,0.5132,0.4319,0.0813,2,0,0,0,none,0.513,2,urban
L004462,S0109,J014,v1.2,0.3673,0.3119,0.0554,4,0,0,0,none,0.239,3,rural
L004464,S0281,J016,v1.0,0.4238,0.4238,0.0,1,1,0,0,none,0.0,1,semi_urban
L004469,S0091,J020,v1.2,0.6507,0.5682,0.0825,2,0,0,0,none,0.521,2,urban
L004470,S0038,J033,v1.1,0.362,0.2865,0.0755,2,0,0,0,none,0.476,1,urban
L004475,S0202,J048,v1.1,0.3056,0.2139,0.0917,2,0,0,0,none,0.579,2,rural
L004477,S0128,J005,v1.0,0.2109,0.2109,0.0,2,0,0,0,none,0.0,1,urban
L004485,S0265,J003,v1.1,1.0,0.9583,0.0648,1,1,0,0,none,0.417,1,semi_urban
L004493,S0110,J003,v1.2,0.9753,0.8818,0.0935,3,0,0,1,false_positive,0.467,2,semi_urban
L004497,S0045,J049,v1.1,0.7261,0.6604,0.0657,1,1,0,0,none,0.657,3,semi_urban
L004500,S0070,J047,v1.2,0.1439,0.0644,0.0794,4,0,0,0,none,0.342,1,semi_urban
L004507,S0092,J001,v1.2,0.0424,0.0,0.0424,4,0,0,0,none,0.183,2,semi_urban
L004508,S0124,J021,v1.2,0.1862,0.0919,0.0944,1,0,0,0,none,0.943,1,semi_urban
L004522,S0006,J012,v1.2,0.4056,0.3517,0.0539,5,0,0,0,none,0.209,3,urban
L004523,S0029,J007,v1.2,0.9052,0.8304,0.0748,3,0,0,1,false_positive,0.374,2,urban
L004528,S0197,J007,v1.1,0.7189,0.6971,0.0218,5,0,0,1,false_positive,0.084,3,semi_urban
L004535,S0148,J030,v1.2,0.5417,0.4742,0.0675,1,0,0,0,none,0.675,2,urban
L004543,S0215,J042,v1.2,0.75,0.7324,0.0176,5,1,1,0,none,0.068,3,urban
L004547,S0269,J035,v1.2,0.9563,0.8706,0.0857,3,1,0,0,none,0.428,1,semi_urban
L004550,S0148,J000,v1.2,0.8104,0.6898,0.1206,2,0,0,1,false_positive,0.761,2,urban
L004554,S0137,J017,v1.0,0.4087,0.4087,0.0,4,0,0,0,none,0.0,2,semi_urban
L004577,S0120,J022,v1.1,0.2929,0.2481,0.0448,1,0,0,0,none,0.448,2,semi_urban
L004601,S0266,J036,v1.1,0.5572,0.4776,0.0796,3,0,0,0,none,0.398,2,semi_urban
L004606,S0152,J045,v1.0,0.2601,0.2601,0.0,3,0,0,0,none,0.0,1,semi_urban
L004619,S0232,J045,v1.1,0.4182,0.3597,0.0585,5,0,0,0,none,0.226,3,urban
L004623,S0072,J038,v1.2,0.7328,0.6261,0.1067,4,0,0,1,false_positive,0.46,3,urban
L004651,S0034,J012,v1.0,0.47,0.47,0.0,1,1,1,0,none,0.0,2,urban
L004656,S0238,J010,v1.2,0.5612,0.4802,0.081,5,0,0,0,none,0.313,1,urban
L004657,S0258,J009,v1.2,0.4346,0.2992,0.1354,4,0,0,0,none,0.583,1,semi_urban
L004671,S0083,J047,v1.2,0.2096,0.1604,0.0492,4,0,0,0,none,0.212,1,urban
L004674,S0107,J000,v1.2,0.506,0.379,0.127,3,0,0,0,none,0.635,2,rural
L004675,S0027,J016,v1.2,0.6539,0.553,0.1009,5,0,0,0,none,0.39,1,semi_urban
L004680,S0028,J031,v1.1,0.606,0.5424,0.0635,2,0,0,0,none,0.401,1,semi_urban
L004681,S0270,J045,v1.1,0.5206,0.4841,0.0365,2,0,0,0,none,0.23,1,urban
L004682,S0227,J043,v1.2,0.5742,0.4586,0.1156,2,0,0,0,none,0.729,2,rural
L004684,S0029,J015,v1.2,0.7655,0.6706,0.0949,5,0,0,1,false_positive,0.367,2,urban
L004687,S0193,J005,v1.2,0.7369,0.6055,0.1314,2,1,0,0,none,0.829,3,urban
L004688,S0084,J005,v1.1,0.5206,0.429,0.0916,3,1,1,0,none,0.458,1,urban
L004697,S0194,J039,v1.2,0.593,0.5789,0.0142,4,0,0,0,none,0.061,1,semi_urban
L004698,S0001,J006,v1.2,0.656,0.6087,0.0474,2,0,0,0,none,0.298,2,urban
L004704,S0142,J045,v1.2,0.3005,0.1927,0.1078,1,0,0,0,none,1.078,3,semi_urban
L004710,S0106,J038,v1.1,0.7723,0.6911,0.0811,1,1,0,0,none,0.812,2,urban
L004712,S0196,J005,v1.2,0.6621,0.5763,0.0857,1,1,0,0,none,0.858,2,urban
L004716,S0065,J011,v1.2,0.645,0.5778,0.0672,2,0,0,0,none,0.424,2,urban
L004734,S0129,J025,v1.1,0.5173,0.3406,0.1768,5,0,0,0,none,0.684,2,rural
L004737,S0296,J016,v1.0,0.6358,0.6358,0.0,2,0,0,0,none,0.0,3,semi_urban
L004752,S0214,J041,v1.2,0.4161,0.3085,0.1076,4,0,0,0,none,0.463,3,urban
L004757,S0287,J003,v1.2,0.6852,0.6282,0.057,4,1,0,0,none,0.245,2,urban
L004761,S0059,J002,v1.2,0.6437,0.5356,0.1082,2,1,0,0,none,0.682,1,semi_urban
L004768,S0293,J005,v1.2,0.5409,0.4775,0.0633,3,0,0,0,none,0.317,1,semi_urban
L004770,S0235,J017,v1.1,0.6631,0.5386,0.1244,1,1,0,0,none,1.245,3,urban
L004772,S0235,J023,v1.2,0.7465,0.6493,0.0972,1,0,0,1,false_positive,0.972,3,urban
L004781,S0243,J006,v1.2,0.8334,0.7396,0.0939,3,0,0,1,false_positive,0.469,2,rural
L004784,S0062,J047,v1.0,0.4885,0.4885,0.0,4,0,0,0,none,0.0,2,urban
L004788,S0077,J033,v1.2,0.6515,0.608,0.0435,3,0,0,0,none,0.217,2,urban
L004791,S0117,J022,v1.1,0.4722,0.4135,0.0587,4,0,0,0,none,0.253,3,semi_urban
L004796,S0045,J038,v1.1,0.9561,0.812,0.1441,5,1,0,0,none,0.557,3,semi_urban
L004805,S0245,J033,v1.0,0.3778,0.3778,0.0,2,1,0,1,false_negative,0.0,3,urban
L004807,S0021,J014,v1.1,0.2547,0.1594,0.0953,5,0,0,0,none,0.369,2,urban
L004812,S0118,J003,v1.1,0.6952,0.5693,0.1259,3,1,1,0,none,0.63,2,urban
L004813,S0154,J002,v1.2,0.5136,0.4605,0.0531,3,1,0,0,none,0.265,1,urban
L004817,S0286,J018,v1.1,0.4998,0.4182,0.0815,4,0,0,0,none,0.351,1,urban
L004824,S0018,J001,v1.1,0.3661,0.2733,0.0928,5,0,0,0,none,0.359,3,urban
L004832,S0130,J046,v1.1,0.8093,0.7342,0.0751,5,0,0,1,false_positive,0.291,1,rural
L004837,S0150,J007,v1.2,0.7726,0.7167,0.0559,5,0,0,1,false_positive,0.216,3,urban
L004851,S0102,J047,v1.1,0.4486,0.4192,0.0294,1,0,0,0,none,0.294,2,semi_urban
L004856,S0048,J049,v1.1,0.6707,0.6672,0.0035,5,1,0,0,none,0.014,2,semi_urban
L004859,S0058,J020,v1.2,0.6558,0.5889,0.067,1,1,0,0,none,0.669,1,urban
L004863,S0227,J039,v1.2,0.7183,0.6225,0.0958,5,1,0,0,none,0.371,2,rural
L004873,S0239,J048,v1.2,0.506,0.4021,0.1039,2,0,0,0,none,0.656,1,rural
L004874,S0285,J000,v1.2,0.5319,0.4488,0.0831,3,0,0,0,none,0.416,2,semi_urban
L004876,S0079,J045,v1.1,0.2898,0.239,0.0507,3,0,0,0,none,0.254,3,semi_urban
L004879,S0292,J027,v1.2,0.3765,0.3198,0.0567,2,0,0,0,none,0.358,3,urban
L004885,S0130,J048,v1.2,0.5353,0.4855,0.0498,2,0,0,0,none,0.314,1,rural
L004891,S0020,J026,v1.1,0.7942,0.6911,0.1032,3,0,0,1,false_positive,0.515,3,rural
L004893,S0069,J011,v1.2,0.5148,0.4447,0.0701,4,0,0,0,none,0.302,2,rural
L004900,S0109,J006,v1.1,0.9847,0.8416,0.1431,1,1,0,0,none,1.431,3,rural
L004938,S0275,J031,v1.2,0.6416,0.5339,0.1076,1,0,0,0,none,1.077,2,semi_urban
L004940,S0208,J039,v1.2,0.5036,0.4397,0.0639,4,0,0,0,none,0.275,1,urban
L004947,S0183,J042,v1.1,1.0,0.9272,0.1006,5,0,0,1,false_positive,0.282,2,urban
L004952,S0170,J008,v1.2,0.5278,0.427,0.1008,5,0,0,0,none,0.39,2,urban
L004953,S0276,J039,v1.2,0.3781,0.3054,0.0727,3,0,0,0,none,0.363,2,rural
L004955,S0101,J035,v1.2,0.6276,0.5644,0.0632,4,0,0,0,none,0.272,2,rural
L004957,S0113,J036,v1.2,0.6864,0.584,0.1024,4,0,0,0,none,0.441,2,rural
L004958,S0107,J048,v1.0,0.3341,0.3341,0.0,5,0,0,0,none,0.0,2,rural
L004967,S0213,J029,v1.1,0.3799,0.3162,0.0637,3,0,0,0,none,0.319,3,urban
L004972,S0239,J016,v1.2,0.6131,0.545,0.0681,1,0,0,0,none,0.681,1,rural
L004982,S0151,J000,v1.2,0.38,0.3039,0.0761,2,0,0,0,none,0.48,3,rural
L004998,S0090,J038,v1.1,0.7339,0.7516,-0.0177,1,1,0,0,none,0.177,1,semi_urban
L005003,S0131,J003,v1.0,0.7417,0.7417,0.0,2,0,0,1,false_positive,0.0,3,semi_urban
L005009,S0158,J016,v1.1,0.5751,0.4791,0.096,1,1,0,0,none,0.96,3,semi_urban
L005012,S0182,J028,v1.2,0.7596,0.674,0.0856,2,0,0,1,false_positive,0.54,2,semi_urban
L005023,S0120,J015,v1.0,0.3795,0.3795,0.0,2,0,0,0,none,0.0,2,semi_urban
L005029,S0140,J030,v1.2,0.3665,0.3184,0.0482,1,1,0,1,false_negative,0.481,2,rural
L005030,S0218,J031,v1.2,0.5891,0.4506,0.1385,1,0,0,0,none,1.385,3,urban
L005033,S0095,J035,v1.2,0.4259,0.3372,0.0886,5,0,0,0,none,0.343,2,urban
L005037,S0248,J031,v1.2,0.5564,0.514,0.0424,4,0,0,0,none,0.183,2,semi_urban
L005044,S0064,J022,v1.1,0.6433,0.5829,0.0605,2,0,0,0,none,0.381,2,semi_urban
L005057,S0262,J041,v1.1,0.5009,0.4572,0.0437,1,0,0,0,none,0.437,2,rural
L005059,S0003,J023,v1.2,0.2909,0.1895,0.1014,5,0,0,0,none,0.392,2,semi_urban
L005065,S0217,J034,v1.2,0.3107,0.2712,0.0396,3,0,0,0,none,0.197,1,semi_urban
L005067,S0172,J029,v1.1,0.3367,0.2706,0.0661,3,0,0,0,none,0.33,2,urban
L005080,S0245,J047,v1.2,0.3006,0.228,0.0726,2,0,0,0,none,0.458,3,urban
L005082,S0171,J011,v1.2,0.3129,0.1879,0.125,1,1,0,1,false_negative,1.25,2,urban
L005085,S0037,J046,v1.0,0.5544,0.5544,0.0,2,1,1,0,none,0.0,2,semi_urban
L005086,S0213,J034,v1.1,0.574,0.47,0.1041,3,1,1,0,none,0.52,3,urban
L005088,S0020,J041,v1.1,0.5793,0.4998,0.0795,2,0,0,0,none,0.502,3,rural
L005091,S0050,J047,v1.1,0.6141,0.6008,0.0133,2,0,0,0,none,0.084,1,semi_urban
L005093,S0271,J002,v1.0,0.3546,0.3546,0.0,2,0,0,0,none,0.0,1,rural
L005095,S0141,J042,v1.1,0.7256,0.5937,0.1319,3,0,0,1,false_positive,0.66,2,urban
L005098,S0049,J006,v1.2,0.7328,0.6771,0.0557,4,0,0,1,false_positive,0.24,1,urban
L005105,S0232,J048,v1.1,0.5644,0.4608,0.1036,1,1,0,0,none,1.036,3,urban
L005110,S0239,J027,v1.2,0.4638,0.3961,0.0678,4,0,0,0,none,0.292,1,rural
L005117,S0217,J003,v1.0,0.4785,0.4785,0.0,5,0,0,0,none,0.0,1,semi_urban
L005126,S0274,J037,v1.2,0.3369,0.2911,0.0458,1,0,0,0,none,0.458,2,rural
L005130,S0007,J037,v1.0,0.5405,0.5405,0.0,5,0,0,0,none,0.0,3,semi_urban
L005154,S0160,J016,v1.0,0.6463,0.6463,0.0,2,0,0,0,none,0.0,1,semi_urban
L005156,S0155,J046,v1.0,0.8342,0.8342,0.0,2,1,0,0,none,0.0,2,urban
L005160,S0161,J004,v1.0,0.3026,0.3026,0.0,5,0,0,0,none,0.0,3,urban
L005170,S0215,J015,v1.1,0.6443,0.5775,0.0668,3,0,0,0,none,0.334,3,urban
L005175,S0066,J020,v1.1,0.6395,0.5667,0.0729,5,0,0,0,none,0.282,2,semi_urban
L005177,S0034,J034,v1.2,0.6838,0.6419,0.0419,1,0,0,0,none,0.419,2,urban
L005186,S0060,J033,v1.2,0.517,0.4875,0.0295,3,0,0,0,none,0.148,2,rural
L005188,S0205,J004,v1.2,0.8976,0.7871,0.1104,1,1,0,0,none,1.105,1,semi_urban
L005193,S0087,J033,v1.0,0.4683,0.4683,0.0,4,0,0,0,none,0.0,2,rural
L005222,S0173,J027,v1.2,0.5186,0.4259,0.0927,1,1,0,0,none,0.927,3,urban
L005223,S0267,J024,v1.1,0.4316,0.3546,0.077,5,0,0,0,none,0.298,1,urban
L005228,S0233,J029,v1.2,0.5066,0.4052,0.1014,4,0,0,0,none,0.437,2,semi_urban
L005234,S0099,J044,v1.0,0.7478,0.7478,0.0,4,0,0,1,false_positive,0.0,3,urban
L005236,S0157,J002,v1.1,0.6714,0.5754,0.096,3,1,0,0,none,0.48,2,urban
L005241,S0298,J018,v1.2,0.254,0.1717,0.0823,3,0,0,0,none,0.412,3,rural
L005245,S0264,J038,v1.2,0.8414,0.7849,0.0565,1,1,0,0,none,0.565,3,semi_urban
L005247,S0007,J020,v1.2,0.8449,0.7309,0.114,1,1,1,0,none,1.14,3,semi_urban
L005249,S0111,J014,v1.1,0.1985,0.1059,0.0927,3,0,0,0,none,0.463,1,semi_urban
L005250,S0109,J026,v1.2,0.613,0.5886,0.0244,5,0,0,0,none,0.094,3,rural
L005265,S0010,J006,v1.2,0.6991,0.5747,0.1244,4,0,0,0,none,0.536,2,urban
L005269,S0017,J000,v1.2,0.3081,0.2422,0.0659,4,0,0,0,none,0.284,1,semi_urban
L005271,S0141,J040,v1.2,0.5636,0.5315,0.0321,3,1,0,0,none,0.161,2,urban
L005274,S0132,J036,v1.0,0.555,0.555,0.0,3,1,0,0,none,0.0,2,semi_urban
L005286,S0243,J032,v1.0,0.5701,0.5701,0.0,5,0,0,0,none,0.0,2,rural
L005289,S0075,J027,v1.2,0.8054,0.7389,0.0665,2,1,0,0,none,0.42,2,urban
L005293,S0189,J026,v1.2,0.5749,0.4815,0.0934,4,0,0,0,none,0.402,2,semi_urban
L005311,S0178,J007,v1.2,0.9577,0.8753,0.0824,4,0,0,1,false_positive,0.355,3,semi_urban
L005322,S0156,J041,v1.2,0.5187,0.4622,0.0565,1,1,0,0,none,0.565,2,rural
L005333,S0082,J018,v1.1,0.6021,0.4845,0.1177,5,0,0,0,none,0.455,3,semi_urban
L005344,S0208,J022,v1.2,0.6237,0.5435,0.0803,3,0,0,0,none,0.401,1,urban
L005345,S0273,J006,v1.0,0.6931,0.6931,0.0,3,0,0,0,none,0.0,2,semi_urban
L005348,S0190,J008,v1.0,0.3672,0.3672,0.0,1,0,0,0,none,0.0,3,semi_urban
