student_id,college_id,job_id,rank_position,match_score,predicted_relevance_score,skill_overlap_count,skill_gap_count,skill_gap_list,years_exposure_avg,jd_seniority_level,ai_trust_score,verified_skill_count,feature_importances_json,task16_explanation,skill_gap_ratio,seniority_match,trust_weighted_score,college_avg_match_score,audience,student_explanation,officer_explanation,admin_explanation,student_explanation_quality,officer_explanation_quality,admin_explanation_quality
S0029,C003,J019,1,0.74,0.67,2,0,,2.4,5,0.98,7,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.,0.0,0,0.7252,0.725934065934066,student,You're ranked #1 for this role. You are top-ranked for this role; no skill gaps identified.,"This student is in the top 5% of your college's candidates for this role. AI trust score: 0.98 — proctoring cleared, parsing confidence high. Recommendation is reliable. No skill gaps identified. Recommended action: shortlist for interview immediately.","Top features driving this recommendation: match_score (weight 0.41), skill_overlap_count (weight 0.28), ai_trust_score (weight 0.19), skill_gap_ratio (weight 0.12). Model confidence: 0.67 (well calibrated). No counterfactual rank change applicable.",0.4660713416485476,0.38,0.4660713416485476
S0043,C003,J010,1,0.57,0.494,4,0,,3.4,5,0.72,7,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.,0.0,0,0.41039999999999993,0.725934065934066,student,You're ranked #1 for this role. You are top-ranked for this role; no skill gaps identified.,"This student is in the top 5% of your college's candidates for this role. AI trust score: 0.72 — proctoring cleared, parsing confidence high. Recommendation is reliable. No skill gaps identified. Recommended action: shortlist for interview immediately.","Top features driving this recommendation: match_score (weight 0.41), skill_overlap_count (weight 0.28), ai_trust_score (weight 0.19), skill_gap_ratio (weight 0.12). Model confidence: 0.494 (well calibrated). No counterfactual rank change applicable.",0.4660713416485476,0.38,0.4660713416485476
S0051,C003,J018,4,0.8,0.675,2,3,"AWS,SQL,Python",1.7,1,0.95,6,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 4.,1.4999925000374998,1,0.76,0.725934065934066,student,You're ranked #4 for this role. Strong match based on your skills — these cover 2 required skills. Missing: AWS (required). Adding this skill could move you to #1 for this role.,"This student is in the top 20% of your college's candidates for this role. AI trust score: 0.95 — proctoring cleared, parsing confidence high. Recommendation is reliable. 3 skill gap identified (AWS). Student has strong foundational skills; gap is addressable. Recommended action: shortlist for interview; suggest upskilling on AWS before interview date.","Top features driving this recommendation: match_score (weight 0.41), skill_overlap_count (weight 0.28), ai_trust_score (weight 0.19), skill_gap_ratio (weight 0.12). Model confidence: 0.675 (well calibrated). Rank change if AWS added: #4 -> #1 (Δ score +0.144).",0.932737461597253,0.5388476888613475,0.932737461597253
S0019,C002,J005,3,0.53,0.464,5,0,,3.2,3,0.93,6,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 3.,0.0,1,0.49290000000000006,0.7168421052631578,student,You're ranked #3 for this role. Strong match based on your skills — these cover 5 required skills.,"This student is in the top 15% of your college's candidates for this role. AI trust score: 0.93 — proctoring cleared, parsing confidence high. Recommendation is reliable. No skill gaps identified. Recommended action: shortlist for interview immediately.","Top features driving this recommendation: match_score (weight 0.41), skill_overlap_count (weight 0.28), ai_trust_score (weight 0.19), skill_gap_ratio (weight 0.12). Model confidence: 0.464 (well calibrated). No counterfactual rank change applicable.",0.4660713416485476,0.4660713416485476,0.38
S0063,C002,J010,1,0.94,0.803,2,1,Git,0.9,4,0.82,4,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.,0.49999750001249993,0,0.7707999999999999,0.7168421052631578,student,You're ranked #1 for this role. Strong match based on your skills — these cover 2 required skills. Missing: Git (required).,"This student is in the top 5% of your college's candidates for this role. AI trust score: 0.82 — proctoring cleared, parsing confidence high. Recommendation is reliable. 1 skill gap identified (Git). Student has strong foundational skills; gap is addressable. Recommended action: shortlist for interview; suggest upskilling on Git before interview date.","Top features driving this recommendation: match_score (weight 0.41), skill_overlap_count (weight 0.28), ai_trust_score (weight 0.19), skill_gap_ratio (weight 0.12). Model confidence: 0.803 (well calibrated). No counterfactual rank change applicable.",0.932737461597253,0.932737461597253,0.4660713416485476
S0010,C003,J002,1,0.83,0.76,5,0,,0.7,3,0.72,7,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 1.,0.0,0,0.5975999999999999,0.725934065934066,student,You're ranked #1 for this role. You are top-ranked for this role; no skill gaps identified.,"This student is in the top 5% of your college's candidates for this role. AI trust score: 0.72 — proctoring cleared, parsing confidence high. Recommendation is reliable. No skill gaps identified. Recommended action: shortlist for interview immediately.","Top features driving this recommendation: match_score (weight 0.41), skill_overlap_count (weight 0.28), ai_trust_score (weight 0.19), skill_gap_ratio (weight 0.12). Model confidence: 0.76 (well calibrated). No counterfactual rank change applicable.",0.4660713416485476,0.38,0.4660713416485476
S0019,C004,J020,3,0.79,0.688,3,1,K8s,3.1,1,0.85,4,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.,0.3333322222259259,0,0.6715,0.7308247422680413,student,You're ranked #3 for this role. Strong match based on your skills — these cover 3 required skills. Missing: K8s (required).,"This student is in the top 15% of your college's candidates for this role. AI trust score: 0.85 — proctoring cleared, parsing confidence high. Recommendation is reliable. 1 skill gap identified (K8s). Student has strong foundational skills; gap is addressable. Recommended action: shortlist for interview; suggest upskilling on K8s before interview date.","Top features driving this recommendation: match_score (weight 0.41), skill_overlap_count (weight 0.28), ai_trust_score (weight 0.19), skill_gap_ratio (weight 0.12). Model confidence: 0.688 (well calibrated). No counterfactual rank change applicable.",0.932737461597253,0.5388476888613475,0.38
S0083,C001,J010,5,0.93,0.861,5,0,,1.0,4,0.9,2,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 5.,0.0,0,0.8370000000000001,0.7203508771929825,student,You're ranked #5 for this role. Strong match based on your skills — these cover 5 required skills.,"This student is in the top 25% of your college's candidates for this role. AI trust score: 0.90 — proctoring cleared, parsing confidence high. Recommendation is reliable. No skill gaps identified. Recommended action: shortlist for interview immediately.","Top features driving this recommendation: match_score (weight 0.41), skill_overlap_count (weight 0.28), ai_trust_score (weight 0.19), skill_gap_ratio (weight 0.12). Model confidence: 0.861 (well calibrated). No counterfactual rank change applicable.",0.4660713416485476,0.4660713416485476,0.38
S0068,C005,J007,1,0.74,0.71,3,0,,3.1,1,0.84,4,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 1.,0.0,0,0.6215999999999999,0.7295145631067961,student,You're ranked #1 for this role. You are top-ranked for this role; no skill gaps identified.,"This student is in the top 5% of your college's candidates for this role. AI trust score: 0.84 — proctoring cleared, parsing confidence high. Recommendation is reliable. No skill gaps identified. Recommended action: shortlist for interview immediately.","Top features driving this recommendation: match_score (weight 0.41), skill_overlap_count (weight 0.28), ai_trust_score (weight 0.19), skill_gap_ratio (weight 0.12). Model confidence: 0.71 (well calibrated). No counterfactual rank change applicable.",0.4660713416485476,0.38,0.4660713416485476
S0085,C003,J015,4,0.7,0.652,3,2,"Java,SQL",3.5,5,0.73,2,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.,0.6666644444518518,1,0.511,0.725934065934066,student,You're ranked #4 for this role. Strong match based on your skills — these cover 3 required skills. Missing: Java (required). Adding this skill could move you to #2 for this role.,"This student is in the top 20% of your college's candidates for this role. AI trust score: 0.73 — proctoring cleared, parsing confidence high. Recommendation is reliable. 2 skill gap identified (Java). Student has strong foundational skills; gap is addressable. Recommended action: shortlist for interview; suggest upskilling on Java before interview date.","Top features driving this recommendation: match_score (weight 0.41), skill_overlap_count (weight 0.28), ai_trust_score (weight 0.19), skill_gap_ratio (weight 0.12). Model confidence: 0.652 (well calibrated). Rank change if Java added: #4 -> #2 (Δ score +0.129).",0.932737461597253,0.5388476888613475,0.932737461597253
S0047,C004,J001,1,0.51,0.417,3,0,,2.1,2,0.87,9,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 1.,0.0,1,0.4437,0.7308247422680413,student,You're ranked #1 for this role. You are top-ranked for this role; no skill gaps identified.,"This student is in the top 5% of your college's candidates for this role. AI trust score: 0.87 — proctoring cleared, parsing confidence high. Recommendation is reliable. No skill gaps identified. Recommended action: shortlist for interview immediately.","Top features driving this recommendation: match_score (weight 0.41), skill_overlap_count (weight 0.28), ai_trust_score (weight 0.19), skill_gap_ratio (weight 0.12). Model confidence: 0.417 (well calibrated). No counterfactual rank change applicable.",0.4660713416485476,0.38,0.4660713416485476
S0082,C002,J006,3,0.72,0.626,5,1,Java,1.5,2,0.82,6,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.,0.19999960000080003,1,0.5903999999999999,0.7168421052631578,student,You're ranked #3 for this role. Strong match based on your skills — these cover 5 required skills. Missing: Java (required). Adding this skill could move you to #2 for this role.,"This student is in the top 15% of your college's candidates for this role. AI trust score: 0.82 — proctoring cleared, parsing confidence high. Recommendation is reliable. 1 skill gap identified (Java). Student has strong foundational skills; gap is addressable. Recommended action: shortlist for interview; suggest upskilling on Java before interview date.","Top features driving this recommendation: match_score (weight 0.41), skill_overlap_count (weight 0.28), ai_trust_score (weight 0.19), skill_gap_ratio (weight 0.12). Model confidence: 0.626 (well calibrated). Rank change if Java added: #3 -> #2 (Δ score +0.166).",0.932737461597253,0.5388476888613475,0.932737461597253
S0060,C001,J001,5,0.8,0.749,2,1,Python,2.5,2,0.89,6,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.,0.49999750001249993,1,0.7120000000000001,0.7203508771929825,student,You're ranked #5 for this role. Strong match based on your skills — these cover 2 required skills. Missing: Python (required).,"This student is in the top 25% of your college's candidates for this role. AI trust score: 0.89 — proctoring cleared, parsing confidence high. Recommendation is reliable. 1 skill gap identified (Python). Student has strong foundational skills; gap is addressable. Recommended action: shortlist for interview; suggest upskilling on Python before interview date.","Top features driving this recommendation: match_score (weight 0.41), skill_overlap_count (weight 0.28), ai_trust_score (weight 0.19), skill_gap_ratio (weight 0.12). Model confidence: 0.749 (well calibrated). No counterfactual rank change applicable.",0.932737461597253,0.932737461597253,0.38
S0058,C003,J013,4,0.77,0.684,4,1,Java,0.1,1,0.78,7,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 4.,0.24999937500156252,1,0.6006,0.725934065934066,student,You're ranked #4 for this role. Strong match based on your skills — these cover 4 required skills. Missing: Java (required). Adding this skill could move you to #2 for this role.,"This student is in the top 20% of your college's candidates for this role. AI trust score: 0.78 — proctoring cleared, parsing confidence high. Recommendation is reliable. 1 skill gap identified (Java). Student has strong foundational skills; gap is addressable. Recommended action: shortlist for interview; suggest upskilling on Java before interview date.","Top features driving this recommendation: match_score (weight 0.41), skill_overlap_count (weight 0.28), ai_trust_score (weight 0.19), skill_gap_ratio (weight 0.12). Model confidence: 0.684 (well calibrated). Rank change if Java added: #4 -> #2 (Δ score +0.096).",0.932737461597253,0.5388476888613475,0.932737461597253
S0074,C001,J018,3,0.87,0.802,4,3,"K8s,SQL,Docker",2.8,1,0.8,8,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 3.,0.7499981250046875,0,0.6960000000000001,0.7203508771929825,student,You're ranked #3 for this role. Strong match based on your skills — these cover 4 required skills. Missing: K8s (required).,"This student is in the top 15% of your college's candidates for this role. AI trust score: 0.80 — proctoring cleared, parsing confidence high. Recommendation is reliable. 3 skill gap identified (K8s). Student has strong foundational skills; gap is addressable. Recommended action: shortlist for interview; suggest upskilling on K8s before interview date.","Top features driving this recommendation: match_score (weight 0.41), skill_overlap_count (weight 0.28), ai_trust_score (weight 0.19), skill_gap_ratio (weight 0.12). Model confidence: 0.802 (well calibrated). No counterfactual rank change applicable.",0.932737461597253,0.932737461597253,0.38
S0055,C005,J014,5,0.65,0.57,3,1,Docker,2.8,3,0.8,2,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.,0.3333322222259259,1,0.52,0.7295145631067961,student,You're ranked #5 for this role. Strong match based on your skills — these cover 3 required skills. Missing: Docker (required).,"This student is in the top 25% of your college's candidates for this role. AI trust score: 0.80 — proctoring cleared, parsing confidence high. Recommendation is reliable. 1 skill gap identified (Docker). Student has strong foundational skills; gap is addressable. Recommended action: shortlist for interview; suggest upskilling on Docker before interview date.","Top features driving this recommendation: match_score (weight 0.41), skill_overlap_count (weight 0.28), ai_trust_score (weight 0.19), skill_gap_ratio (weight 0.12). Model confidence: 0.57 (well calibrated). No counterfactual rank change applicable.",0.932737461597253,0.932737461597253,0.4660713416485476
S0076,C001,J016,3,0.69,0.572,2,0,,2.3,5,0.91,5,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 3.,0.0,0,0.6279,0.7203508771929825,student,You're ranked #3 for this role. Strong match based on your skills — these cover 2 required skills.,"This student is in the top 15% of your college's candidates for this role. AI trust score: 0.91 — proctoring cleared, parsing confidence high. Recommendation is reliable. No skill gaps identified. Recommended action: shortlist for interview immediately.","Top features driving this recommendation: match_score (weight 0.41), skill_overlap_count (weight 0.28), ai_trust_score (weight 0.19), skill_gap_ratio (weight 0.12). Model confidence: 0.572 (well calibrated). No counterfactual rank change applicable.",0.4660713416485476,0.38,0.38
S0085,C001,J002,5,0.83,0.748,3,1,Java,1.2,2,0.88,4,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 5.,0.3333322222259259,1,0.7303999999999999,0.7203508771929825,student,You're ranked #5 for this role. Strong match based on your skills — these cover 3 required skills. Missing: Java (required).,"This student is in the top 25% of your college's candidates for this role. AI trust score: 0.88 — proctoring cleared, parsing confidence high. Recommendation is reliable. 1 skill gap identified (Java). Student has strong foundational skills; gap is addressable. Recommended action: shortlist for interview; suggest upskilling on Java before interview date.","Top features driving this recommendation: match_score (weight 0.41), skill_overlap_count (weight 0.28), ai_trust_score (weight 0.19), skill_gap_ratio (weight 0.12). Model confidence: 0.748 (well calibrated). No counterfactual rank change applicable.",0.932737461597253,0.932737461597253,0.38
S0011,C004,J014,3,0.65,0.61,5,3,"AWS,Git,K8s",3.4,2,0.75,3,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 3.,0.5999988000024,1,0.48750000000000004,0.7308247422680413,student,You're ranked #3 for this role. Strong match based on your skills — these cover 5 required skills. Missing: AWS (required). Adding this skill could move you to #2 for this role.,"This student is in the top 15% of your college's candidates for this role. AI trust score: 0.75 — proctoring cleared, parsing confidence high. Recommendation is reliable. 3 skill gap identified (AWS). Student has strong foundational skills; gap is addressable. Recommended action: shortlist for interview; suggest upskilling on AWS before interview date.","Top features driving this recommendation: match_score (weight 0.41), skill_overlap_count (weight 0.28), ai_trust_score (weight 0.19), skill_gap_ratio (weight 0.12). Model confidence: 0.61 (well calibrated). Rank change if AWS added: #3 -> #2 (Δ score +0.065).",0.932737461597253,0.932737461597253,0.932737461597253
S0034,C001,J016,5,0.81,0.729,2,0,,2.2,2,0.85,6,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 5.,0.0,1,0.6885,0.7203508771929825,student,You're ranked #5 for this role. Strong match based on your skills — these cover 2 required skills.,"This student is in the top 25% of your college's candidates for this role. AI trust score: 0.85 — proctoring cleared, parsing confidence high. Recommendation is reliable. No skill gaps identified. Recommended action: shortlist for interview immediately.","Top features driving this recommendation: match_score (weight 0.41), skill_overlap_count (weight 0.28), ai_trust_score (weight 0.19), skill_gap_ratio (weight 0.12). Model confidence: 0.729 (well calibrated). No counterfactual rank change applicable.",0.4660713416485476,0.4660713416485476,0.38
S0049,C002,J007,5,0.85,0.776,4,0,,3.4,3,0.86,6,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 5.,0.0,1,0.731,0.7168421052631578,student,You're ranked #5 for this role. Strong match based on your skills — these cover 4 required skills.,"This student is in the top 25% of your college's candidates for this role. AI trust score: 0.86 — proctoring cleared, parsing confidence high. Recommendation is reliable. No skill gaps identified. Recommended action: shortlist for interview immediately.","Top features driving this recommendation: match_score (weight 0.41), skill_overlap_count (weight 0.28), ai_trust_score (weight 0.19), skill_gap_ratio (weight 0.12). Model confidence: 0.776 (well calibrated). No counterfactual rank change applicable.",0.4660713416485476,0.4660713416485476,0.38
S0054,C001,J009,1,0.71,0.676,2,2,"K8s,SQL",2.0,3,0.7,7,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 1.,0.9999950000249999,1,0.49699999999999994,0.7203508771929825,student,You're ranked #1 for this role. Strong match based on your skills — these cover 2 required skills. Missing: K8s (required).,"This student is in the top 5% of your college's candidates for this role. AI trust score: 0.70 — proctoring cleared, parsing confidence high. Recommendation is reliable. 2 skill gap identified (K8s). Student has strong foundational skills; gap is addressable. Recommended action: shortlist for interview; suggest upskilling on K8s before interview date.","Top features driving this recommendation: match_score (weight 0.41), skill_overlap_count (weight 0.28), ai_trust_score (weight 0.19), skill_gap_ratio (weight 0.12). Model confidence: 0.676 (well calibrated). No counterfactual rank change applicable.",0.932737461597253,0.5388476888613475,0.4660713416485476
S0048,C003,J002,4,0.58,0.546,4,3,"Docker,React,Git",4.0,4,0.99,4,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 4.,0.7499981250046875,1,0.5741999999999999,0.725934065934066,student,You're ranked #4 for this role. Strong match based on your skills — these cover 4 required skills. Missing: Docker (required).,"This student is in the top 20% of your college's candidates for this role. AI trust score: 0.99 — proctoring cleared, parsing confidence high. Recommendation is reliable. 3 skill gap identified (Docker). Student has strong foundational skills; gap is addressable. Recommended action: shortlist for interview; suggest upskilling on Docker before interview date.","Top features driving this recommendation: match_score (weight 0.41), skill_overlap_count (weight 0.28), ai_trust_score (weight 0.19), skill_gap_ratio (weight 0.12). Model confidence: 0.546 (well calibrated). No counterfactual rank change applicable.",0.932737461597253,0.5388476888613475,0.4660713416485476
S0054,C003,J014,3,0.82,0.725,5,3,"Python,AWS,Java",3.3,1,0.81,8,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.,0.5999988000024,0,0.6642,0.725934065934066,student,You're ranked #3 for this role. Strong match based on your skills — these cover 5 required skills. Missing: Python (required).,"This student is in the top 15% of your college's candidates for this role. AI trust score: 0.81 — proctoring cleared, parsing confidence high. Recommendation is reliable. 3 skill gap identified (Python). Student has strong foundational skills; gap is addressable. Recommended action: shortlist for interview; suggest upskilling on Python before interview date.","Top features driving this recommendation: match_score (weight 0.41), skill_overlap_count (weight 0.28), ai_trust_score (weight 0.19), skill_gap_ratio (weight 0.12). Model confidence: 0.725 (well calibrated). No counterfactual rank change applicable.",0.932737461597253,0.932737461597253,0.38
S0036,C001,J008,1,0.76,0.712,2,0,,2.6,1,0.7,4,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.,0.0,0,0.5319999999999999,0.7203508771929825,student,You're ranked #1 for this role. You are top-ranked for this role; no skill gaps identified.,"This student is in the top 5% of your college's candidates for this role. AI trust score: 0.70 — proctoring cleared, parsing confidence high. Recommendation is reliable. No skill gaps identified. Recommended action: shortlist for interview immediately.","Top features driving this recommendation: match_score (weight 0.41), skill_overlap_count (weight 0.28), ai_trust_score (weight 0.19), skill_gap_ratio (weight 0.12). Model confidence: 0.712 (well calibrated). No counterfactual rank change applicable.",0.4660713416485476,0.38,0.4660713416485476
S0009,C004,J006,5,0.57,0.489,4,2,"Docker,Git",3.8,4,0.84,6,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.,0.49999875000312505,1,0.47879999999999995,0.7308247422680413,student,You're ranked #5 for this role. Strong match based on your skills — these cover 4 required skills. Missing: Docker (required).,"This student is in the top 25% of your college's candidates for this role. AI trust score: 0.84 — proctoring cleared, parsing confidence high. Recommendation is reliable. 2 skill gap identified (Docker). Student has strong foundational skills; gap is addressable. Recommended action: shortlist for interview; suggest upskilling on Docker before interview date.","Top features driving this recommendation: match_score (weight 0.41), skill_overlap_count (weight 0.28), ai_trust_score (weight 0.19), skill_gap_ratio (weight 0.12). Model confidence: 0.489 (well calibrated). No counterfactual rank change applicable.",0.932737461597253,0.932737461597253,0.38
S0057,C003,J008,5,0.6,0.532,5,1,React,2.2,2,0.98,2,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 5.,0.19999960000080003,1,0.588,0.725934065934066,student,You're ranked #5 for this role. Strong match based on your skills — these cover 5 required skills. Missing: React (required).,"This student is in the top 25% of your college's candidates for this role. AI trust score: 0.98 — proctoring cleared, parsing confidence high. Recommendation is reliable. 1 skill gap identified (React). Student has strong foundational skills; gap is addressable. Recommended action: shortlist for interview; suggest upskilling on React before interview date.","Top features driving this recommendation: match_score (weight 0.41), skill_overlap_count (weight 0.28), ai_trust_score (weight 0.19), skill_gap_ratio (weight 0.12). Model confidence: 0.532 (well calibrated). No counterfactual rank change applicable.",0.932737461597253,0.932737461597253,0.4660713416485476
S0038,C003,J003,5,0.65,0.562,5,0,,3.5,5,0.89,8,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 5.,0.0,1,0.5785,0.725934065934066,student,You're ranked #5 for this role. Strong match based on your skills — these cover 5 required skills.,"This student is in the top 25% of your college's candidates for this role. AI trust score: 0.89 — proctoring cleared, parsing confidence high. Recommendation is reliable. No skill gaps identified. Recommended action: shortlist for interview immediately.","Top features driving this recommendation: match_score (weight 0.41), skill_overlap_count (weight 0.28), ai_trust_score (weight 0.19), skill_gap_ratio (weight 0.12). Model confidence: 0.562 (well calibrated). No counterfactual rank change applicable.",0.4660713416485476,0.4660713416485476,0.4660713416485476
S0096,C004,J006,4,0.85,0.79,2,3,"SQL,AWS,Docker",2.8,2,0.93,2,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.,1.4999925000374998,1,0.7905,0.7308247422680413,student,You're ranked #4 for this role. Strong match based on your skills — these cover 2 required skills. Missing: SQL (required).,"This student is in the top 20% of your college's candidates for this role. AI trust score: 0.93 — proctoring cleared, parsing confidence high. Recommendation is reliable. 3 skill gap identified (SQL). Student has strong foundational skills; gap is addressable. Recommended action: shortlist for interview; suggest upskilling on SQL before interview date.","Top features driving this recommendation: match_score (weight 0.41), skill_overlap_count (weight 0.28), ai_trust_score (weight 0.19), skill_gap_ratio (weight 0.12). Model confidence: 0.79 (well calibrated). No counterfactual rank change applicable.",0.932737461597253,0.5388476888613475,0.4660713416485476
S0071,C005,J008,5,0.87,0.817,4,0,,2.9,3,0.99,4,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.,0.0,1,0.8613,0.7295145631067961,student,You're ranked #5 for this role. Strong match based on your skills — these cover 4 required skills.,"This student is in the top 25% of your college's candidates for this role. AI trust score: 0.99 — proctoring cleared, parsing confidence high. Recommendation is reliable. No skill gaps identified. Recommended action: shortlist for interview immediately.","Top features driving this recommendation: match_score (weight 0.41), skill_overlap_count (weight 0.28), ai_trust_score (weight 0.19), skill_gap_ratio (weight 0.12). Model confidence: 0.817 (well calibrated). No counterfactual rank change applicable.",0.4660713416485476,0.4660713416485476,0.38
S0074,C005,J003,5,0.71,0.646,5,0,,1.6,3,0.71,4,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.,0.0,1,0.5041,0.7295145631067961,student,You're ranked #5 for this role. Strong match based on your skills — these cover 5 required skills.,"This student is in the top 25% of your college's candidates for this role. AI trust score: 0.71 — proctoring cleared, parsing confidence high. Recommendation is reliable. No skill gaps identified. Recommended action: shortlist for interview immediately.","Top features driving this recommendation: match_score (weight 0.41), skill_overlap_count (weight 0.28), ai_trust_score (weight 0.19), skill_gap_ratio (weight 0.12). Model confidence: 0.646 (well calibrated). No counterfactual rank change applicable.",0.4660713416485476,0.4660713416485476,0.38
S0048,C004,J003,2,0.82,0.719,4,2,"React,AWS",2.0,3,0.87,6,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.,0.49999875000312505,1,0.7133999999999999,0.7308247422680413,student,You're ranked #2 for this role. Strong match based on your skills — these cover 4 required skills. Missing: React (required).,"This student is in the top 10% of your college's candidates for this role. AI trust score: 0.87 — proctoring cleared, parsing confidence high. Recommendation is reliable. 2 skill gap identified (React). Student has strong foundational skills; gap is addressable. Recommended action: shortlist for interview; suggest upskilling on React before interview date.","Top features driving this recommendation: match_score (weight 0.41), skill_overlap_count (weight 0.28), ai_trust_score (weight 0.19), skill_gap_ratio (weight 0.12). Model confidence: 0.719 (well calibrated). No counterfactual rank change applicable.",0.932737461597253,0.932737461597253,0.4660713416485476
S0074,C002,J011,1,0.6,0.55,5,0,,1.7,5,0.88,6,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.,0.0,0,0.528,0.7168421052631578,student,You're ranked #1 for this role. You are top-ranked for this role; no skill gaps identified.,"This student is in the top 5% of your college's candidates for this role. AI trust score: 0.88 — proctoring cleared, parsing confidence high. Recommendation is reliable. No skill gaps identified. Recommended action: shortlist for interview immediately.","Top features driving this recommendation: match_score (weight 0.41), skill_overlap_count (weight 0.28), ai_trust_score (weight 0.19), skill_gap_ratio (weight 0.12). Model confidence: 0.55 (well calibrated). No counterfactual rank change applicable.",0.4660713416485476,0.38,0.4660713416485476
